Latin name,Diet
Pseudamiops diaphanes,OM
Apogon deetsie,OM
Scorpaena moultoni,OM
Parascorpaena maculipinnis,PK
Paracentropogon vespa,PK
Neosebastes incisipinnis,PK
Maxillicosta lopholepis,PK
Erosa daruma,IM
Thysanophrys cirronasa,IM
Tetraroge darnleyensis,IM
Scorpaenodes steenei,IM
Scorpaenopsis furneauxi,IM
Scorpaena sumptuosa,IM
Hippocampus zebra,IM
Hypleurochilus fissicornis,IM
Alloblennius anuchalis,IM
Alloblennius pictus,IM
Echiodon coheni,IM
Callogobius depressus,IM
Callogobius mucosus,IM
Echiodon dawsoni,IM
Priolepis nuchifasciata,IM
Trimma necopinus,IM
Bryaninops loki,IM
Pardachirus hedleyi,IM
Meuschenia venusta,IM
Carapus sluiteri,IM
Apogon limenus,IM
Schuettea scalaripinnis,IM
Bodianus frenchii,IM
Pteragogus enneacanthus,IM
Pempheris ypsilychnus,IM
Caracanthus typicus,IM
Echinogobius hayashii,IM
Liopropoma dorsoluteum,FC
Arcygobius baliurus,IM
Priolepis anthioides,IM
Xestochilus nebulosus,IM
Coris cuvieri,IM
Schindleria pietschmanni,IM
Neocentropogon profundus,IM
Gymnothorax albimarginatus,IM
Parupeneus jansenii,IM
Feia nympha,IM
Trimma haima,IM
Amblygobius tekomaji,IM
Apogon regani,IM
Aspasmodes briggsi,IM
Sebastapistes nuchalis,PK
Alticus anjouanae,PK
Apogon quadrifasciatus,IM
Gymnothorax pikei,IM
Thysanophrys armata,PK
Pogonoperca ocellata,PK
Paramonacanthus oblongus,PK
Thalassophryne punctata,PK
Thalassophryne montevidensis,PK
Vladichthys gloverensis,PK
Hippocampus algiricus,IM
Hippocampus barbouri,OM
Hippocampus bargibanti,IM
Hippocampus comes,PK
Hippocampus jayakari,PK
Halichoeres bicolor,IM
Cirrisalarias bunares,IM
Andamia heteroptera,FC
Apterichtus flavicaudus,PK
Bascanichthys myersi,PK
Bascanichthys fijiensis,PK
Cirricaecula macdowelli,PK
Cirrhimuraena oliveri,PK
Muraenichthys thompsoni,PK
Scolecenchelys cookei,OM
Muraenichthys elerae,FC
Scolecenchelys chilensis,PK
Scolecenchelys erythraeensis,FC
Muraenichthys philippinensis,FC
Neenchelys microtretus,IM
Pisodonophis copelandi,IM
Schultzidia retropinnis,IM
Cirrhimuraena tapeinoptera,IM
Scolecenchelys puhioilo,OM
Ophichthus manilensis,PK
Ophichthus celebicus,IM
Ophichthus grandoculis,IM
Yirrkala macrodon,PK
Valamugil formosae,PK
Hippocampus subelongatus,FC
Moolgarda perusii,IM
Sanopus johnsoni,IM
Glenoglossa wassi,PK
Callechelys papulosa,IM
Callechelys randalli,IM
Bascanichthys filaria,FC
Synagrops argyreus,IM
Brosmolus longicaudus,OM
Apogon fukuii,PK
Apogon cheni,PK
Cirrhilabrus condei,PK
Amblyglyphidodon batunai,IM
Pomacentrus saksonoi,IM
Cirrhilabrus pylei,IM
Cirrhilabrus walindi,FC
Opistognathus brasiliensis,IM
Opistognathus robinsi,FC
Opistognathus signatus,FC
Gorgasia taiwanensis,PK
Halichoeres orientalis,PK
Fusigobius aureus,IM
Chaenopsis coheni,OM
Coralliozetus boehlkei,PK
Ekemblemaria lira,FC
Stathmonotus lugubris,FC
Labrisomus socorroensis,IM
Malacoctenus costaricanus,IM
Paraclinus beebei,IM
Paraclinus ditrichus,IM
Paraclinus stephensi,IM
Starksia cremnobates,OM
Starksia grammilaga,FC
Starksia lepidogaster,PK
Pictilabrus brauni,IM
Elacatinus nesiotes,IM
Lythrypnus cobalus,IM
Kyphosus lutescens,IM
Hoplolatilus pohle,OM
Neobythites marginatus,PK
Gobiesox pinniger,PK
Pherallodiscus funebris,PK
Periophthalmus modestus,FC
Derilissus altifrons,IM
Cantherhines longicaudus,IM
Cantherhines rapanui,FC
Paraluteres arqat,IM
Emblemariopsis bottomei,IM
Dunckerocampus boylei,PK
Beaglichthys macrophthalmus,PK
Acanthemblemaria paula,IM
Canthigaster cyanetron,IM
Paratrimma nigrimenta,IM
Rhinecanthus cinereus,IM
Canthigaster marquesensis,IS
Canthigaster rapaensis,IS
Canthigaster flavoreticulata,IM
Acanthemblemaria johnsoni,IM
Omegophora cyanopunctata,FC
Gobiesox nigripinnis,FC
Priolepis dawsoni,FC
Gorgasia galzini,IM
Heteroconger camelopardalis,IM
Heteroconger pellegrini,IM
Rypticus randalli,IM
Gymnothorax nasuta,IM
Arothron carduus,IM
Canthigaster papua,PK
Canthigaster sanctaehelenae,PK
Javichthys kailolae,OM
Synodus capricornis,PK
Scorpaena fernandeziana,IM
Scorpaena orgila,IM
Scorpaena pascuensis,IM
Scorpaenodes englerti,PK
Lotella fernandeziana,PK
Heteroconger balteatus,PK
Heteroconger lentiginosus,IM
Heteroconger obscurus,IM
Heteroconger polyzona,HD
Heteroconger taylori,IM
Heteroconger tomberua,IM
Heteroconger tricia,IM
Gorgasia barnesi,IM
Gorgasia naeocepaea,IM
Gorgasia sillneri,IM
Scuticaria okinawae,IM
Pseudocheilinus citrinus,IM
Pseudocheilinus ocellatus,IM
Pseudocheilinus dispilus,IM
Entomacrodus chapmani,IM
Coris centralis,IM
Coris debueni,IM
Kelloggella oligolepis,IM
Itycirrhitus wilhelmi,OM
Apogon chalcius,FC
Bathystethus orientale,FC
Coris hewetti,FC
Coris marquesensis,FC
Coris roseoviridis,FC
Abudefduf conformis,FC
Plectroglyphidodon sagmarius,FC
Amblygobius bynoensis,FC
Bathygobius kreftii,IM
Alabes brevis,IM
Conidens samoensis,IM
Derilissus nanus,FC
Gobiesox daedaleus,IM
Gobiesox crassicorpus,IM
Gobiesox canidens,IM
Gobiesox multitentaculus,IM
Gobiesox schultzi,FC
Gobiesox aethus,IM
Lepadichthys sandaracatus,IM
Lepadichthys erythraeus,IM
Sicyases brevirostris,IM
Tomicodon chilensis,IM
Tomicodon zebra,FC
Tomicodon absitus,IM
Tomicodon myersi,IM
Tomicodon vermiculatus,IM
Tomicodon prodomus,FC
Abudefduf declivifrons,FC
Limnichthys orientalis,FC
Bryaninops isis,FC
Bryaninops dianneae,IM
Bryaninops nexus,IM
Callogobius producta,PK
Callogobius crassus,FC
Callogobius dori,IM
Goniistius gibbosus,FC
Cheilodactylus rubrolabiatus,FC
Cryptocentrus maudae,IM
Nectamia annularis,IM
Scorpis chilensis,FC
Scorpaena thomsoni,FC
Gobius xanthocephalus,FC
Ophidion saldanhai,OM
Acanthanectes hystrix,OM
Acanthanectes rufus,OM
Enneapterygius nasimae,OM
Paracirrhites nisus,OM
Powellichthys ventriosus,OM
Ophidion lozanoi,OM
Calamopteryx jeb,FC
Calamopteryx robinsorum,IM
Microbrotula randalli,IM
Microbrotula rubra,FC
Saccogaster melanomycter,FC
Diancistrus novaeguineae,IM
Dinematichthys minyomma,FC
Dipulus norfolkanus,FC
Parablennius tasmanianus,IM
Hetereleotris diademata,IM
Pleurosicya prognatha,IM
Paragunnellichthys springeri,IM
Parablennius cyclops,PK
Parapercis simulata,FC
Apogon gularis,IM
Apogon hungi,FC
Siphamia permutata,IM
Chlidichthys auratus,IM
Chlidichthys rubiceps,FC
Scorpaenodes steinitzi,IM
Callionymus flavus,PK
Xyrichtys javanicus,IM
Lythrypnus crocodilus,IM
Lythrypnus mowbrayi,FC
Enneapterygius destai,IM
Iniistius trivittatus,IM
Cirrhilabrus adornatus,IM
Psilotris boehlkei,FC
Eviota japonica,FC
Halichoeres pallidus,IM
Amblygobius buanensis,IM
Alticus arnoldorum,IM
Cryptocentrus inexplicatus,HD
Priolepis aureoviridis,IM
Plectorhinchus chrysotaenia,IM
Halichoeres leucurus,IM
Halichoeres papilionaceus,IM
Gobiodon spilophthalmus,IM
Scorpaenopsis papuensis,IM
Cryptocentrus cyanotaenia,IM
Thalassoma heiseri,IM
Cocotropus larvatus,IM
Enchelycore kamara,FC
Omobranchus rotundiceps,PK
Pleurosicya carolinensis,FC
Pleurosicya coerulea,HD
Rypticus courtenayi,FC
Priolepis pallidicincta,IM
Priolepis squamogena,FC
Priolepis limbatosquamis,IM
Eviota lacrimae,IM
Xenoconger fryeri,PK
Chromis dispilus,FC
Apogon properuptus,FC
Diagramma labiosum,IM
Parablennius intermedius,FC
Suezichthys devisi,FC
Ophthalmolepis lineolata,FC
Gobiosoma yucatanum,IM
Grammonus waikiki,IM
Stethojulis marquesensis,IM
Stethojulis notialis,IM
Stethojulis terina,IM
Pseudolabrus sieboldi,PK
Xyrichtys mundiceps,PK
Anisotremus moricandi,FC
Hypoplectrus providencianus,IM
Ammodytoides pylei,IM
Micrognathus erugatus,IM
Hetereleotris kenyae,IM
Hetereleotris vinsoni,IM
Pseudojuloides kaleidos,IM
Paramonacanthus tricuspis,IM
Hapalogenys merguiensis,IM
Haemulon squamipinna,IM
Cirrhilabrus katoi,PK
Chlidichthys smithae,PK
Chlidichthys randalli,IM
Myroconger nigrodentatus,IM
Parupeneus orientalis,IS
Gymnothorax prismodon,IM
Apogon bryx,PK
Iniistius baldwini,IM
Ogilbyina salvati,IM
Pseudochromis moorei,IM
Pseudochromis ransonneti,PK
Gobiesox barbatulus,IM
Bryx randalli,IM
Varicus imswe,IM
Acyrtops amplicirrus,IM
Serranus luciopercanus,IM
Emblemariopsis pricei,IM
Lythrypnus minimus,PK
Pycnomma roosevelti,IM
Evermannichthys convictor,IM
Microdesmus carri,IS
Chilomycterus spinosus spinosus,PK
Acanthistius pictus,PK
Elacatinus tenox,IS
Gobiosoma spilotum,IS
Elacatinus saucrus,IS
Boehlkenchelys longidentata,IS
Apogon photogaster,IM
Acanthoplesiops echinatus,OM
Upeneichthys stotti,PK
Apogon caudicinctus,IM
Apogon chrysopomus,OM
Apogon gardineri,IM
Apogon kalosoma,IM
Apogon margaritophorus,IM
Apogon zebrinus,IM
Archamia bilineata,IM
Chaetodon andamanensis,IM
Choerodon margaritiferus,OM
Cirrhitichthys bleekeri,PK
Cirrhilabrus sanguineus,PK
Crystallodytes cookei,PK
Ecsenius randalli,IS
Entomacrodus corneliae,IM
Enchelyurus petersi,IS
Entomacrodus rofeni,IS
Entomacrodus strasburgi,OM
Tomiyamichthys fourmanoiri,IM
Girella nebulosa,IM
Halichoeres chlorocephalus,IM
Halichoeres nigrescens,HM
Halichoeres pardaleocephalus,IM
Halichoeres rubricephalus,OM
Odontanthias fuscipinnis,OM
Gobiodon brochus,OM
Eviota susanae,OM
Myrichthys magnificus,OM
Trimmatom offucius,HD
Gobius ateriformis,HD
Gobius tetrophthalmus,OM
Hemilutjanus macrophthalmos,PK
Pseudochromis punctatus,IM
Apogon truncatus,HD
Albula argentea,OM
Abalistes stellatus,IS
Cercamia cladara,IS
Naso reticulatus,IS
Physiculus grinnelli,IM
Microdesmus bahianus,FC
Coris atlantica,IM
Cerdale fasciata,IS
Trimma unisquamis,PK
Ostorhinchus luteus,PK
Scarus fuscocaudalis,PK
Synodus randalli,PK
Conger oligoporus,IS
Echidna amblyodon,IM
Gymnothorax angusticeps,FC
Gymnothorax atolli,IM
Gymnothorax bacalladoi,IM
Gymnothorax castlei,OM
Stonogobiops yasha,IM
Gymnothorax dorsalis,IM
Gymnothorax formosus,IM
Pseudanthias calloura,PK
Gymnothorax pseudoherrei,IM
Gymnothorax kontodontos,IM
Gymnothorax microstictus,IM
Gymnothorax serratidens,IM
Anarchias longicaudis,IM
Gymnothorax isingteena,PK
Vanderhorstia flavilineata,OM
Asterropteryx bipunctata,OM
Asterropteryx striata,IM
Trimma rubromaculatus,IM
Anarchias leucurus,PK
Uropterygius inornatus,IS
Ogcocephalus porrectus,HD
Hapalogenys analis,IM
Anthias noeli,PK
Chromogobius britoi,PK
Xyrichtys geisha,IM
Serranus stilbostigma,IM
Zebrasoma desjardinii,IM
Acanthurus reversus,PK
Kaupichthys japonicus,HD
Minous usachevi,PK
Chromis abrupta,OM
Chromis fatuhivae,IM
Chromis flavapicis,PK
Stegastes robertsoni,IM
Neocentropogon affinis,IM
Labracinus atrofasciatus,IM
Pseudochromis aurulentus,IM
Pseudochromis colei,PK
Pseudochromis cometes,PK
Pseudochromis flavopunctatus,IM
Pseudochromis fowleri,PK
Pseudochromis howsoni,IM
Pseudochromis litus,IM
Pseudochromis luteus,OM
Pseudochromis pictus,IM
Congrogadus winterbottomi,IM
Assiculoides desmonotus,HD
Ocosia spinosa,IM
Notograptus gregoryi,FC
Notograptus livingstonei,IM
Stalix moenensis,IM
Opistognathus rosenbergii,PK
Stalix sheni,FC
Opistognathus solorensis,FC
Stalix versluysi,OM
Stalix flavida,PK
Opistognathus hongkongiensis,IM
Stalix immaculata,IM
Opistognathus macrolepis,IM
Opistognathus eximius,FC
Opistognathus dendriticus,FC
Rotuma lewisi,IM
Solenostomus leptosoma,IM
Apogon oxina,IM
Opistognathus darwiniensis,PK
Vespicula cypho,HD
Vespicula trachinoides,OM
Vespicula zollingeri,FC
Paracentropogon zonatus,IM
Opistognathus fenmutis,IM
Eschmeyer nexus,IM
Trachicephalus uranoscopus,IM
Acanthoplesiops psilogaster,OM
Apogon fuscomaculatus,OM
Gymnapogon vanderbilti,PK
Siphamia argentea,OM
Siphamia elongata,PK
Siphamia tubifer,IM
Apogon diversus,IM
Apogon komodoensis,PK
Apogon unitaeniatus,IM
Apogon rubrimacula,IM
Apogon wassinki,PK
Apogon quartus,PK
Apogon striatus,PK
Archamia macroptera,PK
Pseudamia nigra,IM
Pseudanthias hutomoi,PK
Pseudanthias mooreanus,PK
Pseudanthias xanthomaculatus,FC
Scorpaenopsis cotticeps,IM
Scorpaenodes muciparus,PK
Beliops batanensis,PK
Parapercis elongata,PK
Aioliops brachypterus,IM
Aioliops megastigma,IM
Oxymetopon filamentosum,IM
Oxymetopon formosum,IM
Trimmatom macropodus,IM
Triaenopogon microsquamis,IM
Gobiopterus panayensis,IM
Mugilogobius fusca,IM
Bathygobius panayensis,IM
Cryptocentrus cebuanus,OM
Myersina crocatus,OM
Cryptocentrus diproctotaenia,OM
Cryptocentrus yatsui,IM
Drombus ocyurus,OM
Cristatogobius lophius,IM
Gobiodon fulvus,IM
Gobiopsis woodsi,PK
Egglestonichthys patriciae,PK
Gnatholepis davaoensis,PK
Priolepis latifascima,IM
Priolepis vexilla,IM
Cirripectes alleni,OM
Salarias ramosus,OM
Salarias patzneri,IM
Parapercis diplospilus,IM
Gobiopsis angustifrons,OM
Trimma winchi,IM
Myersina yangii,IM
Trimmatom zapotes,IM
Priolepis ailina,IS
Lepadichthys springeri,IS
Ebosia falcata,OM
Psilotris amblyrhynchus,IS
Amblyeleotris arcupinna,IS
Pleurosicya australis,OM
Evermannichthys bicolor,PK
Trimma fraena,PK
Myrichthys pantostigmius,IM
Trimma griffithsi,IM
Myersina larsonae,IM
Sueviota larsonae,IM
Feia nota,IM
Bascanichthys pusillus,IM
Trimmatom sagma,IM
Pleurosicya spongicola,IM
Ophichthus limkouensis,IM
Ophichthus macrops,IM
Amblyeleotris delicatulus,OM
Ophichthus singapurensis,IM
Ophichthus woosuitingi,IM
Gobiosoma hemigymnum,OM
Pisodonophis zophistius,OM
Yirrkala chaselingi,OM
Gobiodon axillaris,OM
Eviota bimaculata,OM
Bathygobius karachiensis,OM
Priolepis ascensionis,IM
Myrophis cheni,OM
Hetereleotris nebulofasciata,HD
Psilogobius prolatus,IM
Scolecenchelys acutirostris,PK
Scolecenchelys godeffroyi,PK
Psilogobius randalli,IM
Priolepis triops,IM
Squamicreedia obtusa,IM
Crystallodytes pauciradiatus,IM
Pleurosicya labiata,IM
Coryphopterus gracilis,IM
Coryphopterus humeralis,IM
Fusigobius maximus,IM
Fusigobius melacron,IM
Fusigobius pallidus,IM
Cephalopholis polyspila,IM
Prionurus chrysurus,IM
Apogon lativittatus,IM
Apogon relativus,IM
Apogon sinus,IM
Pseudamiops phasma,IM
Antennatus linearis,IM
Archamia ataenia,IM
Halichoeres kallochroma,IM
Dascyllus auripinnis,IM
Acarobythites larsonae,IM
Entomacrodus williamsi,IM
Entomacrodus lemuria,IM
Terelabrus rubrovittatus,IM
Callionymus comptus,IM
Synchiropus rosulentus,PK
Apogon rufus,IM
Cirrhilabrus claire,IM
Ctenochaetus cyanocheilus,FC
Ctenochaetus truncatus,IM
Scarus zelindae,IM
Sparisoma amplum,IM
Sparisoma axillare,IM
Scarus trispinosus,IM
Scorpaenopsis altirostris,IM
Scorpaenopsis longispina,FC
Scorpaenopsis obtusa,FC
Scorpaenopsis orientalis,FC
Scorpaenopsis pluralis,FC
Scorpaenopsis possi,FC
Scorpaenopsis pusilla,FC
Scorpaenopsis ramaraoi,IM
Scorpaenopsis vittapinna,IM
Cirrhilabrus earlei,IM
Cirrhilabrus walshi,PK
Paracheilinus piscilineatus,PK
Paracheilinus attenuatus,PK
Apogon smithi,PK
Praealticus labrovittatus,PK
Praealticus poptae,PK
Girella leonina,PK
Girella tephraeops,IM
Springeratus polyporatus,IM
Brachysomophis umbonis,IM
Brachysomophis henshawi,IM
Scorpaena colorata,IM
Thysanichthys evides,FC
Pontinus strigatus,FC
Scorpaenodes tribulosus,FC
Neomerinthe pallidimacula,IM
Sebastapistes bynoensis,PK
Brachysomophis longipinnis,IM
Ctenochaetus flavicauda,IM
Omobranchus germaini,IM
Dodekablennos fraseri,FC
Enchelyurus flavipes,IM
Mimoblennius cas,FC
Haptogenys bipunctata,FC
Omobranchus aurosplendidus,FC
Praealticus bilineatus,FC
Andamia amphibius,FC
Atrosalarias hosokawai,IM
Alticus montanoi,FC
Omobranchus smithi,FC
Praealticus striatus,FC
Takifugu bimaculatus,IM
Clarkichthys bilineatus,FC
Gunnellichthys copleyi,FC
Pseudojuloides severnsi,IM
Ammolabrus dicrus,FC
Cirrhilabrus aurantidorsalis,IM
Pteragogus aurigarius,FC
Suezichthys bifurcatus,FC
Pseudocoris bleekeri,FC
Halichoeres brownfieldi,FC
Choerodon cauteroma,FC
Choerodon paynei,FC
Choerodon sugillatum,FC
Cirrhilabrus morrisoni,FC
Thalassoma robertsoni,FC
Xyrichtys wellingtoni,FC
Cirrhilabrus tonozukai,FC
Xyrichtys incandescens,FC
Choerodon frenatus,FC
Paracheilinus flavianalis,FC
Pseudolabrus eoethinus,IM
Paracheilinus cyaneus,IM
Halichoeres bleekeri,FC
Bodianus trilineatus,FC
Thalassoma septemfasciata,FC
Thalassoma sanctaehelenae,FC
Paracheilinus togeanensis,FC
Meiacanthus fraseri,FC
Mimoblennius lineathorax,FC
Praealticus triangulus,IM
Omobranchus steinitzi,IM
Hypsoblennius proteus,FC
Praealticus margaritatus,FC
Enchelyurus brunneolus,FC
Eubalichthys cyanoura,PK
Hippocampus jugumus,PK
Hippocampus biocellatus,PK
Hippocampus procerus,PK
Priolepis profunda,FC
Anisochromis mascarenensis,PK
Anisochromis straussi,IM
Paraclinus rubicundus,IM
Paraclinus arcanus,FC
Paraclinus spectator,FC
Foa hyalina,IM
Apogon cathetogramma,IM
Nectamia fusca,IM
Foa madagascariensis,IM
Fowleria isostigma,IM
Labrisomus cricota,IM
Plectranthias randalli,IM
Cryptocentrus callopterus,FC
Cryptocentrus leonis,IM
Cryptocentrus wehrlei,PK
Cryptocentrus melanopus,IM
Cryptocentrus russus,OM
Karsten totoyensis,IM
Ophichthus macrochir,IM
Salarias obscurus,FC
Plectranthias knappi,FC
Hypoplectrodes semicinctum,FC
Acanthistius fuscus,FC
Altrichthys curatus,FC
Ecsenius tricolor,HD
Iniistius auropunctatus,HD
Favonigobius opalescens,OM
Gobiodon unicolor,HD
Hemigobius mingi,IM
Gnatholepis gymnocara,HD
Gnatholepis pascuensis,HD
Cirrhilabrus bathyphilus,OM
Sueviota aprica,OM
Sueviota atrinasa,HD
Asterropteryx atripes,HD
Pleurosicya occidentalis,IM
Parioglossus sinensis,PK
Gymnapogon melanogaster,PK
Apogon indicus,PK
Apogon susanae,PK
Apogon marquesensis,PK
Scolecenchelys vermiformis,PK
Balistes willughbeii,IM
Naso elegans,IM
Naso mcdadei,IM
Naso tonganus,PK
Diagramma melanacrum,HD
Genicanthus takeuchii,IM
Entomacrodus randalli,IM
Entomacrodus macrospilus,PK
Pempheris otaitensis,IM
Myrophis lepturus,IM
Scorpaenodes quadrispinosus,IM
Halichoeres socialis,IM
Antennarius scriptissimus,FC
Hippocampus denise,HD
Apogon gouldi,IM
Apogon cladophilos,IM
Apogon lineomaculatus,IM
Apogon microspilos,IM
Apogon posterofasciatus,IM
Apogon monospilus,PK
Neamia notula,IM
Apogon cantoris,OM
Archamia bleekeri,OM
Apogon pharaonis,OM
Apogon spilurus,OM
Apogon dianthus,OM
Apogon leptofasciatus,OM
Apogon oxygrammus,OM
Apogon sialis,OM
Apogon atripes,OM
Apogon quinquestriatus,IM
Apogon striatodes,FC
Apogon catalai,IM
Chaetodontoplus niger,IM
Plectorhinchus unicolor,IM
Parupeneus biaculeatus,IM
Scarus gracilis,OM
Chlorurus microrhinos,IM
Apogon schlegeli,IM
Acanthemblemaria atrata,IM
Acanthemblemaria mangognatha,IM
Acanthemblemaria harpeza,IM
Emblemaria vitta,IM
Protemblemaria perla,IM
Emblemariopsis ruetzleri,IM
Emblemariopsis ramirezi,IM
Emblemaria australis,OM
Prognathodes brasiliensis,OM
Prognathodes carlhubbsi,IM
Cirrhitichthys randalli,FC
Cirrhitus albopunctatus,IM
Paracirrhites bicolor,IM
Springeratus caledonicus,IM
Pseudanthias conspicuus,IM
Platygillellus brasiliensis,IM
Gillellus inescatus,IM
Sparisoma griseorubrum,IM
Tomicodon reitzae,IM
Lepadichthys ctenion,IM
Gobiesox marijeanae,IM
Gobiesox stenocephalus,IM
Gobiesox milleri,IM
Apogon darnleyensis,IM
Cirrhilabrus joanallenae,IM
Orthopristis lethopristis,IM
Plectorhinchus macrospilus,IM
Haemulon serrula,OM
Xenichthys rupestris,HD
Chrysiptera cymatilis,PK
Pentapodus aureofasciatus,IM
Choerodon gomoni,IM
Clepticus africanus,IM
Clepticus brasiliensis,PK
Halichoeres salmofasciatus,PK
Cheilinus abudjubbe,IM
Parapercis lata,IM
Cirrhilabrus solorensis,FC
Coris ballieui,PK
Pseudanthias carlsoni,IM
Pseudanthias flavicauda,FC
Pseudanthias hiva,IM
Pseudanthias privitera,IM
Paraclinus fehlmanni,FC
Labrisomus pomaspilus,PK
Parupeneus insularis,IM
Ptereleotris randalli,PK
Ptereleotris carinata,IS
Oxymetopon typus,IS
Microdesmus retropinnis,IM
Gunnellichthys irideus,IS
Aioliops tetrophthalmus,PK
Parupeneus procerigena,PK
Upeneichthys vlamingii,FC
Parupeneus crassilabris,PK
Enchelycore nycturanus,IM
Ophidion beani,IM
Amblyeleotris harrisorum,IM
Amblyeleotris marquesas,IM
Amblyeleotris rubrimarginata,IS
Trimma anaima,IM
Trimma bisella,IM
Trimma halonevum,IM
Trimma milta,PK
Trimma omanensis,IM
Trimma stobbsi,PK
Trimma woutsi,IS
Trimmatom pharus,IS
Elacatinus limbaughi,HD
Callogobius liolepis,HD
Gobiopsis exigua,HD
Gobiopsis springeri,OM
Lobulogobius morrigu,PK
Halichoeres brasiliensis,PK
Eviota raja,PK
Eviota mikiae,PK
Eviota disrupta,PK
Hetereleotris georgegilli,PK
Amblyglyphidodon indicus,IM
Amblyglyphidodon melanopterus,IM
Amblypomacentrus clarus,IM
Chrysiptera albata,OM
Chrysiptera pricei,OM
Pomacentrus atriaxillaris,OM
Pomacentrus callainus,HD
Pomacentrus spilotoceps,IM
Stegastes lubbocki,IM
Chrysiptera kuiteri,OM
Pomacentrus caeruleopunctatus,IM
Neopomacentrus aquadulcis,OM
Pomacentrus limosus,IM
Pomacentrus komodoensis,OM
Pomacentrus bintanensis,OM
Lubbockichthys tanakai,OM
Pseudochromis dilectus,OM
Pseudochromis magnificus,PK
Pseudochromis melanotus,PK
Pseudoplesiops immaculatus,OM
Pseudoplesiops occidentalis,IM
Steeneichthys nativitatus,PK
Parapercis rufa,IM
Sparisoma frondosum,IM
Parapriacanthus marei,IM
Parapriacanthus dispar,FC
Samariscus corallinus,FC
Synodus amaranthus,IM
Amblyglyphidodon orbicularis,IM
Enneapterygius trisignatus,IM
Argyrops megalommatus,HD
Synodus janus,IM
Synodus falcatus,IM
Pisodonophis hijala,PK
Hemerorhinus heyningi,IM
Canthigaster figueiredoi,IM
Canthigaster supramacula,IM
Canthigaster capistrata,FC
Salarias sibogai,FC
Salarias sexfilum,FC
Praealticus oortii,IM
Praealticus caesius,IM
Praealticus multistriatus,IM
Plagiotremus iosodon,IM
Omobranchus hikkaduwensis,FC
Meiacanthus phaeus,FC
Alticus simplicirrus,IM
Praealticus dayi,IM
Salarias nigrocinctus,IS
Meiacanthus urostigma,IS
Praealticus semicrenatus,FC
Ecsenius niue,OM
Ecsenius ops,OM
Ecsenius polystictus,HD
Hypleurochilus pseudoaequipinnis,OM
Minous andriashevi,HD
Synanceia platyrhyncha,HD
Hypoplectrodes cardinalis,OM
Pseudanthias venator,OM
Epinephelus clippertonensis,FC
Caprodon krasyukovae,FC
Pseudanthias rubrolineatus,FC
Pseudanthias manadensis,IM
Centropristis rufus,IM
Liopropoma aberrans,IM
Parasphyraenops atrimanus,OM
Liopropoma longilepis,IM
Serranus heterurus,FC
Syngnathus dawsoni,FC
Bhanotia pauciradiata,FC
Syngnathus safina,IM
Paraplotosus muelleri,FC
Paraplotosus butleri,FC
Cryptocentrus insignitus,FC
Cryptocentrus niveatus,FC
Palutrus pruinosa,IM
Gobiopsis malekulae,IM
Phyllogobius platycephalops,OM
Myersina papuanus,IM
Bathygobius aeolosoma,OM
Lythrypnus brasiliensis,IM
Kelloggella tricuspidata,OM
Trimma dalerocheila,IM
Tryssogobius colini,IM
Tryssogobius longipes,IM
Lubricogobius dinah,PK
Vanderhorstia longimanus,IM
Eviota indica,OM
Eviota inutilis,OM
Arenigobius leftwichi,IM
Myripristis earlei,PK
Yirrkala moluccensis,IM
Yirrkala fusca,IM
Pseudogramma australis,IM
Canthigaster natalensis,IM
Gobiodon ceramensis,IM
Trimma annosum,PK
Halidesmus socotraensis,PK
Starksia leucovitta,IM
Starksia melasma,PK
Starksia multilepis,PK
Starksia rava,IS
Starksia sella,OM
Starksia smithvanizi,IS
Tomicodon briggsi,PK
Tomicodon australis,OM
Tomicodon clarkei,IM
Tomicodon cryptus,IM
Tomicodon lavettsmithi,IM
Tomicodon leurodiscus,IM
Tomicodon rupestris,IM
Pseudoplesiops wassi,IM
Apogon brevispinis,IM
Apogon regula,OM
Pomacentrus aurifrons,OM
Lethrinus ravus,IM
Chaetodon interruptus,IM
Encheliophis chardewalli,IM
Tomiyamichthys smithi,HD
Hippocampus colemani,HD
Chaetodontoplus dimidiatus,HD
Albula forsteri,HD
Thalassoma newtoni,HD
Aulopareia atripinnatus,IM
Gobiopterus birtwistlei,IM
Coris musume,OM
Sparisoma tuiupiranga,IM
Pomacentrus rodriguesensis,IM
Cirrhilabrus marjorie,IM
Paracheilinus rubricaudalis,IM
Helcogramma albimacula,IM
Helcogramma cerasina,FC
Helcogramma desa,IM
Helcogramma lacuna,IM
Helcogramma nesion,IM
Helcogramma nigra,OM
Helcogramma randalli,IM
Mugil gaimardianus,IM
Feia ranta,IM
Chromis planesi,IM
Elacatinus pridisi,IM
Parioglossus galzini,IM
Cryptocentrus malindiensis,IM
Trimma cana,IM
Trimma sostra,IM
Trimma squamicana,IM
Scorpaena cocosensis,FC
Scartella poiti,IM
Ecsenius caeruliventris,IM
Ecsenius shirleyae,IM
Xanthichthys lima,IM
Channomuraena bauchotae,PK
Pomacentrus bipunctatus,IM
Pomacentrus yoshii,IM
Acyrtus pauciradiatus,IM
Microbrotula bentleyi,FC
Microbrotula polyactis,IM
Alticus sertatus,IM
Eviota monostigma,OM
Eviota pseudostigma,IM
Parapercis australis,IM
Feia dabra,IM
