"","date","dataset","reef","site","site.number","management","habitat","unique.id","depth","transect","transect.area","family","species","FG","length.cm","mass.g","biomass.kgha","abundance.500m2"
"11118","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"2129","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"3117","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"4164","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"5100","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"6100","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"7154","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"8100","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",12,47.91784216,1.916713686,2
"9137","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",12,47.91784216,1.916713686,2
"10102","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",12,47.91784216,1.916713686,2
"11119","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",13,60.76261022,2.430504409,2
"12238","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",13,60.76261022,2.430504409,2
"131003","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",13,60.76261022,2.430504409,2
"19100","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",11,30.72155644,1.228862258,2
"2038","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",12,39.64274309,1.585709724,2
"2130","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",12,39.64274309,1.585709724,2
"2237","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",12,39.64274309,1.585709724,2
"2310","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"2436","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"2510","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"2610","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"2710","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"2810","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"2913","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"3016","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"3118","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",15,76.22721205,3.049088482,2
"3216","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",20,177.0844938,7.083379752,2
"3314","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",22,234.1321762,9.365287049,2
"3423","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",28,474.6086824,18.9843473,2
"3558","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",30,580.9355095,23.23742038,2
"3619","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",30,580.9355095,23.23742038,2
"3712","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",32,701.862572,28.07450288,2
"3810","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Chlorurus sordidus","Herbivore Scraper",34,838.2930662,33.53172265,2
"3910","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Scarus frenatus","Herbivore Scraper",12,55.96272019,2.238508808,2
"4010","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Scarus frenatus","Herbivore Scraper",13,71.4942083,2.859768332,2
"4167","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Scarus frenatus","Herbivore Scraper",13,71.4942083,2.859768332,2
"4212","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Scarus frenatus","Herbivore Scraper",29,832.8026086,33.31210434,2
"4310","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.1",8,1,250,"Scaridae","Scarus scaber","Herbivore Scraper",16,86.50451245,3.460180498,2
"4410","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",10,23.84328188,0.953731275,2
"4510","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",10,23.84328188,0.953731275,2
"4610","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"4710","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"4810","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"4917","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"5036","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"5113","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"52102","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"531001","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"54","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"55362","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"56103","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",12,47.91784216,1.916713686,2
"57103","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",13,60.76261022,2.430504409,2
"58104","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",13,60.76261022,2.430504409,2
"59103","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",13,60.76261022,2.430504409,2
"6013","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",13,60.76261022,2.430504409,2
"6133","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",14,75.70566479,3.028226592,2
"6288","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",14,75.70566479,3.028226592,2
"63103","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",14,75.70566479,3.028226592,2
"6419","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Ctenochaetus striatus","Herbivore Grazer",13,59.8053786,2.392215144,2
"6540","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Ctenochaetus striatus","Herbivore Grazer",13,59.8053786,2.392215144,2
"6613","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Ctenochaetus striatus","Herbivore Grazer",14,74.84508408,2.993803363,2
"7213","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"Acanthuridae","Zebrasoma scopas","Herbivore Grazer",11,36.4982258,1.459929032,2
"73103","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",11,30.72155644,1.228862258,2
"7410","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",12,39.64274309,1.585709724,2
"7513","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",12,39.64274309,1.585709724,2
"7619","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",12,39.64274309,1.585709724,2
"7713","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"78102","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"7999","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"8066","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"8113","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"8212","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"8320","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",14,62.27558152,2.491023261,2
"8425","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",14,62.27558152,2.491023261,2
"8556","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",14,62.27558152,2.491023261,2
"8627","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",15,76.22721205,3.049088482,2
"8712","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",30,580.9355095,23.23742038,2
"8810","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Scarus niger","Herbivore Scraper",10,19.60145656,0.784058262,2
"8912","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Scarus scaber","Herbivore Scraper",27,411.79372,16.4717488,2
"9043","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.2",8,2,250,"scaridae","Scarus tricolor","Herbivore Scraper",25,327.3482928,13.09393171,2
"9147","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",12,40.61200704,1.624480282,2
"9210","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"93102","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"9438","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"9516","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",14,63.70976826,2.54839073,2
"9628","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",14,63.70976826,2.54839073,2
"9789","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",14,63.70976826,2.54839073,2
"9810","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",15,77.93429316,3.117371726,2
"9954","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Ctenochaetus striatus","Herbivore Grazer",14,74.84508408,2.993803363,2
"11315","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Zebrasoma scopas","Herbivore Grazer",12,47.20766591,1.888306637,2
"11412","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"Acanthuridae","Zebrasoma scopas","Herbivore Grazer",13,59.8141694,2.392566776,2
"11511","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",13,50.12064708,2.004825883,2
"11633","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",14,62.27558152,2.491023261,2
"11730","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",14,62.27558152,2.491023261,2
"11810","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",16,92.09460642,3.683784257,2
"11917","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",17,109.9962772,4.399851087,2
"12020","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",27,426.6369599,17.0654784,2
"121102","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",27,426.6369599,17.0654784,2
"12239","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",27,426.6369599,17.0654784,2
"123104","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",27,426.6369599,17.0654784,2
"12451","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",27,426.6369599,17.0654784,2
"12595","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Scarus frenatus","Herbivore Scraper",19,228.3443248,9.133772991,2
"12611","11/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.3",8,3,250,"scaridae","Scarus frenatus","Herbivore Scraper",20,267.1504992,10.68601997,2
"12711","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",11,31.49735363,1.259894145,2
"12810","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"12912","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"130103","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"131103","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",13,51.30911989,2.052364796,2
"132102","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",15,77.93429316,3.117371726,2
"133103","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"Acanthuridae","Acanthurus leucosternon","Herbivore Grazer",17,112.3329935,4.493319742,2
"134103","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",13,60.76261022,2.430504409,2
"135104","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"Acanthuridae","Acanthurus nigrofuscus","Herbivore Grazer",13,60.76261022,2.430504409,2
"141104","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"Acanthuridae","Zebrasoma scopas","Herbivore Grazer",10,27.53427107,1.101370843,2
"142103","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",32,701.862572,28.07450288,2
"143102","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",32,701.862572,28.07450288,2
"144102","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"scaridae","Chlorurus sordidus","Herbivore Scraper",33,768.0835976,30.72334391,2
"145102","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"scaridae","Scarus niger","Herbivore Scraper",13,44.6756079,1.787024316,2
"146102","12/03/2013","Maldives","Maldives","Maamendhoo","Maldives.Maamendhoo","Fished","Exposed","Maamendhoo.Exposed.4",8,4,250,"scaridae","Scarus niger","Herbivore Scraper",13,44.6756079,1.787024316,2
