"","Region","Reef","Genus","Species","Phase","TL","Bites","min","sec","time","Bite.rate","dataset","sp","UVC"
"1025","GBR","Lizard","Scarus","rubroviolaceus","TP",44,26,3,1,"00:03:01",8.61878453,"gbr","Scarus rubroviolaceus","TRUE"
"1026","GBR","Lizard","Scarus","rubroviolaceus","IP",23,67,3,0,"00:03:00",22.33333333,"gbr","Scarus rubroviolaceus","TRUE"
"1027","GBR","Lizard","Scarus","rubroviolaceus","TP",54,20,3,4,"00:03:04",6.52173913,"gbr","Scarus rubroviolaceus","TRUE"
"1028","GBR","Lizard","Scarus","rubroviolaceus","IP",43,23,3,0,"00:03:00",7.666666667,"gbr","Scarus rubroviolaceus","TRUE"
"1029","GBR","Lizard","Scarus","rubroviolaceus","IP",34,25,3,7,"00:03:07",8.021390374,"gbr","Scarus rubroviolaceus","TRUE"
"1030","GBR","Lizard","Scarus","rubroviolaceus","IP",31,23,3,1,"00:03:01",7.624309392,"gbr","Scarus rubroviolaceus","TRUE"
"1031","GBR","Lizard","Scarus","rubroviolaceus","IP",24,38,3,3,"00:03:03",12.45901639,"gbr","Scarus rubroviolaceus","TRUE"
"1032","GBR","Lizard","Scarus","rubroviolaceus","IP",27,28,3,6,"00:03:06",9.032258065,"gbr","Scarus rubroviolaceus","TRUE"
"1033","GBR","Lizard","Scarus","rubroviolaceus","IP",18,57,3,3,"00:03:03",18.68852459,"gbr","Scarus rubroviolaceus","TRUE"
"1034","GBR","Lizard","Scarus","rubroviolaceus","IP",39,31,3,1,"00:03:01",10.27624309,"gbr","Scarus rubroviolaceus","TRUE"
"1035","GBR","Lizard","Scarus","rubroviolaceus","IP",13,74,3,0,"00:03:00",24.66666667,"gbr","Scarus rubroviolaceus","TRUE"
"1036","GBR","Lizard","Scarus","schlegeli","IP",17,62,3,9,"00:03:09",19.68253968,"gbr","Scarus schlegeli","TRUE"
"1037","GBR","Lizard","Scarus","schlegeli","IP",20,77,3,15,"00:03:15",23.69230769,"gbr","Scarus schlegeli","TRUE"
"1038","GBR","Lizard","Scarus","schlegeli","IP",12,53,2,29,"00:02:29",21.34228188,"gbr","Scarus schlegeli","TRUE"
"1039","GBR","Lizard","Scarus","schlegeli","IP",17,48,3,10,"00:03:10",15.15789474,"gbr","Scarus schlegeli","TRUE"
"1040","GBR","Lizard","Scarus","schlegeli","IP",15,60,2,44,"00:02:44",21.95121951,"gbr","Scarus schlegeli","TRUE"
"1041","GBR","Lizard","Scarus","schlegeli","IP",11,86,3,13,"00:03:13",26.7357513,"gbr","Scarus schlegeli","TRUE"
"1042","GBR","Lizard","Scarus","schlegeli","TP",25,66,3,1,"00:03:01",21.87845304,"gbr","Scarus schlegeli","TRUE"
"1043","GBR","Lizard","Scarus","schlegeli","IP",16,66,2,56,"00:02:56",22.5,"gbr","Scarus schlegeli","TRUE"
"1044","GBR","Lizard","Scarus","schlegeli","IP",17,111,3,0,"00:03:00",37,"gbr","Scarus schlegeli","TRUE"
"1045","GBR","Lizard","Scarus","schlegeli","IP",14,59,2,28,"00:02:28",23.91891892,"gbr","Scarus schlegeli","TRUE"
"1046","GBR","Lizard","Scarus","schlegeli","IP",13,52,2,26,"00:02:26",21.36986301,"gbr","Scarus schlegeli","TRUE"
"1047","GBR","Lizard","Scarus","schlegeli","IP",18,97,3,4,"00:03:04",31.63043478,"gbr","Scarus schlegeli","TRUE"
"1048","GBR","Lizard","Scarus","schlegeli","IP",16,62,3,3,"00:03:03",20.32786885,"gbr","Scarus schlegeli","TRUE"
"1049","GBR","Lizard","Scarus","schlegeli","TP",30,63,3,3,"00:03:03",20.6557377,"gbr","Scarus schlegeli","TRUE"
"1050","GBR","Lizard","Scarus","schlegeli","IP",12,83,2,15,"00:02:15",36.88888889,"gbr","Scarus schlegeli","TRUE"
"1051","GBR","Lizard","Scarus","schlegeli","IP",20,58,2,59,"00:02:59",19.44134078,"gbr","Scarus schlegeli","TRUE"
"1052","GBR","Lizard","Scarus","schlegeli","TP",35,53,3,2,"00:03:02",17.47252747,"gbr","Scarus schlegeli","TRUE"
"1053","GBR","Lizard","Scarus","schlegeli","IP",22,58,2,45,"00:02:45",21.09090909,"gbr","Scarus schlegeli","TRUE"
"1054","GBR","Lizard","Scarus","schlegeli","IP",16,44,3,31,"00:03:31",12.51184834,"gbr","Scarus schlegeli","TRUE"
"1055","GBR","Lizard","Scarus","schlegeli","IP",28,4,1,42,"00:01:42",2.352941176,"gbr","Scarus schlegeli","TRUE"
"1056","GBR","Lizard","Scarus","schlegeli","IP",22,48,3,2,"00:03:02",15.82417582,"gbr","Scarus schlegeli","TRUE"
"1057","GBR","Lizard","Scarus","schlegeli","IP",25,78,3,3,"00:03:03",25.57377049,"gbr","Scarus schlegeli","TRUE"
"1058","GBR","Lizard","Scarus","schlegeli","IP",18,126,3,8,"00:03:08",40.21276596,"gbr","Scarus schlegeli","TRUE"
"1059","GBR","Lizard","Scarus","schlegeli","IP",22,64,3,14,"00:03:14",19.79381443,"gbr","Scarus schlegeli","TRUE"
"1060","GBR","Lizard","Scarus","schlegeli","IP",25,122,3,10,"00:03:10",38.52631579,"gbr","Scarus schlegeli","TRUE"
"1061","GBR","Lizard","Scarus","schlegeli","TP",30,23,1,21,"00:01:21",17.03703704,"gbr","Scarus schlegeli","TRUE"
"1062","GBR","Lizard","Scarus","schlegeli","IP",18,71,3,28,"00:03:28",20.48076923,"gbr","Scarus schlegeli","TRUE"
"1063","GBR","Lizard","Scarus","schlegeli","IP",18,93,3,6,"00:03:06",30,"gbr","Scarus schlegeli","TRUE"
"1064","GBR","Lizard","Scarus","schlegeli","IP",19,114,3,56,"00:03:56",28.98305085,"gbr","Scarus schlegeli","TRUE"
"1065","GBR","Lizard","Scarus","schlegeli","TP",30,45,3,1,"00:03:01",14.91712707,"gbr","Scarus schlegeli","TRUE"
"1066","GBR","Lizard","Scarus","schlegeli","IP",20,58,3,2,"00:03:02",19.12087912,"gbr","Scarus schlegeli","TRUE"
"1067","GBR","Lizard","Scarus","schlegeli","IP",15,86,3,21,"00:03:21",25.67164179,"gbr","Scarus schlegeli","TRUE"
"1068","GBR","Lizard","Scarus","schlegeli","IP",27,83,3,0,"00:03:00",27.66666667,"gbr","Scarus schlegeli","TRUE"
"1069","GBR","Lizard","Scarus","schlegeli","TP",21,49,3,4,"00:03:04",15.97826087,"gbr","Scarus schlegeli","TRUE"
"1070","GBR","Lizard","Scarus","schlegeli","TP",31,78,3,1,"00:03:01",25.85635359,"gbr","Scarus schlegeli","TRUE"
"1071","GBR","Lizard","Scarus","schlegeli","TP",36,39,3,0,"00:03:00",13,"gbr","Scarus schlegeli","TRUE"
"1072","GBR","Lizard","Scarus","schlegeli","TP",31,41,3,6,"00:03:06",13.22580645,"gbr","Scarus schlegeli","TRUE"
"1073","GBR","Lizard","Scarus","schlegeli","IP",28,78,3,2,"00:03:02",25.71428571,"gbr","Scarus schlegeli","TRUE"
"1074","GBR","Lizard","Scarus","schlegeli","IP",18,54,3,4,"00:03:04",17.60869565,"gbr","Scarus schlegeli","TRUE"
"1075","GBR","Lizard","Scarus","schlegeli","TP",32,63,3,2,"00:03:02",20.76923077,"gbr","Scarus schlegeli","TRUE"
"1076","GBR","Lizard","Scarus","schlegeli","IP",15,35,3,5,"00:03:05",11.35135135,"gbr","Scarus schlegeli","TRUE"
"1077","GBR","Lizard","Scarus","schlegeli","TP",34,78,3,4,"00:03:04",25.43478261,"gbr","Scarus schlegeli","TRUE"
"1078","GBR","Lizard","Scarus","schlegeli","TP",24,63,3,12,"00:03:12",19.6875,"gbr","Scarus schlegeli","TRUE"
"1079","GBR","Lizard","Scarus","schlegeli","TP",23,87,3,4,"00:03:04",28.36956522,"gbr","Scarus schlegeli","TRUE"
"1080","GBR","Lizard","Scarus","schlegeli","TP",25,77,3,13,"00:03:13",23.93782383,"gbr","Scarus schlegeli","TRUE"
"1081","GBR","Lizard","Scarus","spinus","TP",19,151,3,5,"00:03:05",48.97297297,"gbr","Scarus spinus","TRUE"
"1082","GBR","Lizard","Scarus","spinus","TP",19,208,3,6,"00:03:06",67.09677419,"gbr","Scarus spinus","TRUE"
"1083","GBR","Lizard","Scarus","spinus","TP",21,178,3,0,"00:03:00",59.33333333,"gbr","Scarus spinus","TRUE"
"1084","GBR","Lizard","Scarus","spinus","IP",16,193,3,6,"00:03:06",62.25806452,"gbr","Scarus spinus","TRUE"
"1085","GBR","Lizard","Scarus","spinus","TP",22,175,3,1,"00:03:01",58.01104972,"gbr","Scarus spinus","TRUE"
"1086","GBR","Lizard","Scarus","spinus","TP",21,211,3,2,"00:03:02",69.56043956,"gbr","Scarus spinus","TRUE"
"1087","GBR","Lizard","Scarus","spinus","TP",23,219,3,9,"00:03:09",69.52380952,"gbr","Scarus spinus","TRUE"
"1088","GBR","Lizard","Scarus","spinus","TP",26,124,3,5,"00:03:05",40.21621622,"gbr","Scarus spinus","TRUE"
"1089","GBR","Lizard","Scarus","spinus","IP",17,202,3,3,"00:03:03",66.2295082,"gbr","Scarus spinus","TRUE"
"1090","GBR","Lizard","Scarus","spinus","IP",16,187,3,7,"00:03:07",60,"gbr","Scarus spinus","TRUE"
"1091","GBR","Lizard","Scarus","spinus","IP",17,231,3,0,"00:03:00",77,"gbr","Scarus spinus","TRUE"
"1092","GBR","Lizard","Scarus","spinus","TP",21,179,3,1,"00:03:01",59.33701657,"gbr","Scarus spinus","TRUE"
"1093","GBR","Lizard","Scarus","spinus","TP",19,191,3,2,"00:03:02",62.96703297,"gbr","Scarus spinus","TRUE"
"1094","GBR","Lizard","Scarus","spinus","TP",24,142,3,11,"00:03:11",44.60732984,"gbr","Scarus spinus","TRUE"
"1095","GBR","Lizard","Scarus","spinus","TP",24,146,3,0,"00:03:00",48.66666667,"gbr","Scarus spinus","TRUE"
"1096","GBR","Lizard","Scarus","spinus","TP",23,143,3,3,"00:03:03",46.8852459,"gbr","Scarus spinus","TRUE"
"1097","GBR","Lizard","Scarus","spinus","TP",19,193,3,1,"00:03:01",63.97790055,"gbr","Scarus spinus","TRUE"
"1098","GBR","Lizard","Scarus","spinus","TP",23,146,3,6,"00:03:06",47.09677419,"gbr","Scarus spinus","TRUE"
"1099","GBR","Lizard","Scarus","spinus","TP",23,171,3,8,"00:03:08",54.57446809,"gbr","Scarus spinus","TRUE"
"1100","GBR","Lizard","Scarus","spinus","IP",14,212,3,0,"00:03:00",70.66666667,"gbr","Scarus spinus","TRUE"
"1101","GBR","Lizard","Scarus","spinus","IP",16,222,3,7,"00:03:07",71.22994652,"gbr","Scarus spinus","TRUE"
"1102","GBR","Lizard","Scarus","spinus","TP",24,171,3,5,"00:03:05",55.45945946,"gbr","Scarus spinus","TRUE"
"1103","GBR","Lizard","Scarus","spinus","TP",23,169,3,5,"00:03:05",54.81081081,"gbr","Scarus spinus","TRUE"
"1104","GBR","Lizard","Scarus","spinus","TP",28,149,3,1,"00:03:01",49.39226519,"gbr","Scarus spinus","TRUE"
"1105","GBR","Lizard","Scarus","spinus","TP",27,202,2,59,"00:02:59",67.70949721,"gbr","Scarus spinus","TRUE"
"1106","GBR","Lizard","Scarus","spinus","TP",24,193,3,8,"00:03:08",61.59574468,"gbr","Scarus spinus","TRUE"
"1107","GBR","Lizard","Scarus","spinus","TP",23,212,3,1,"00:03:01",70.27624309,"gbr","Scarus spinus","TRUE"
"1108","GBR","Lizard","Scarus","spinus","TP",18,161,3,10,"00:03:10",50.84210526,"gbr","Scarus spinus","TRUE"
"1109","GBR","Lizard","Scarus","spinus","TP",20,167,3,4,"00:03:04",54.45652174,"gbr","Scarus spinus","TRUE"
"1110","GBR","Lizard","Scarus","spinus","TP",21,178,3,9,"00:03:09",56.50793651,"gbr","Scarus spinus","TRUE"
