"","genus","species","phase","location","location2","date","TL","bitelength","bitewidth","bitearea"
"1130","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1131","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1132","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1133","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1134","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1135","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1136","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1137","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1138","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1139","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1140","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1141","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1142","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1143","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1144","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1145","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"1146","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"1147","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"1148","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"1149","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"1150","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"1151","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"1152","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"1153","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"1154","Scarus","schlegeli","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"1155","Scarus","schlegeli","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"1156","Scarus","schlegeli","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"1157","Scarus","schlegeli","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"1158","Scarus","schlegeli","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"1159","Scarus","schlegeli","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"1160","Scarus","schlegeli","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"1161","Scarus","schlegeli","TP","North Reef","Lizard, GBR","21/10/2014",25,0,0,0
"1162","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",28,0,0,0
"1163","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",28,0,0,0
"1164","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",28,0,0,0
"1165","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",28,0,0,0
"1166","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",28,0,0,0
"1167","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",28,0,0,0
"1168","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",28,0,0,0
"1169","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",28,0,0,0
"1170","Scarus","schlegeli","TP","North Reef","Lizard, GBR","20/10/2014",28,0,0,0
"1171","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"1172","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"1173","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"1174","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"1175","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"1176","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"1177","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"1178","Scarus","schlegeli","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"1179","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1180","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1181","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1182","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1183","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1184","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1185","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1186","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1187","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1188","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1189","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1190","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1191","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1192","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1193","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1194","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1195","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1196","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1197","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1198","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1199","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1200","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1201","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",14,0,0,0
"1202","Scarus","spinus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1203","Scarus","spinus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1204","Scarus","spinus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1205","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1206","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1207","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1208","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1209","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1210","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1211","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1212","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1213","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1214","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1215","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"1216","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1217","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1218","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1219","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1220","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1221","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1222","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1223","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1224","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1225","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1226","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1227","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"1228","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1229","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1230","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1231","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1232","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1233","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1234","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1235","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1236","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1237","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1238","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1239","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1240","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1241","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1242","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1243","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1244","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1245","Scarus","spinus","IP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1246","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1247","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1248","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1249","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1250","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1251","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1252","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1253","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1254","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1255","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1256","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1257","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1258","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1259","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1260","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1261","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1262","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1263","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1264","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1265","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,0,0,0
"1266","Scarus","spinus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",15,6.6,2,13.2
"1267","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1268","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1269","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1270","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1271","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1272","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1273","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1274","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1275","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1276","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1277","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1278","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1279","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1280","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1281","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1282","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1283","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"1284","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,9,1.9,17.1
"1285","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,9.8,2,19.6
"1286","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1287","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1288","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"1289","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1290","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1291","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1292","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1293","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1294","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1295","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1296","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1297","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1298","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1299","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1300","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1301","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1302","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1303","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1304","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1305","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1306","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1307","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1308","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1309","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1310","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1311","Scarus","spinus","TP","North Reef","Lizard, GBR","20/10/2014",26,0,0,0
"1312","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1313","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1314","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1315","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1316","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1317","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1318","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1319","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1320","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1321","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1322","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
"1323","Scarus","spinus","TP","Big Vicki's","Lizard, GBR","19/10/2014",27,0,0,0
