"","genus","species","phase","location","location2","date","TL","bitelength","bitewidth","bitearea"
"278","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"279","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"280","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"281","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",26,0,0,0
"282","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",26,7.6,2.9,22.04
"283","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","18/10/2014",29,0,0,0
"284","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","18/10/2014",29,0,0,0
"285","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","18/10/2014",29,0,0,0
"286","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","18/10/2014",29,0,0,0
"287","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","18/10/2014",29,0,0,0
"288","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","18/10/2014",29,0,0,0
"289","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","18/10/2014",29,0,0,0
"290","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"291","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"292","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,0,0,0
"293","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",29,13.9,3.9,54.21
"294","Scarus","altipinnus","TP","North Reef","Lizard, GBR","21/10/2014",32,12.3,4.6,56.58
"295","Scarus","altipinnus","TP","North Reef","Lizard, GBR","21/10/2014",32,14.8,5.1,75.48
"296","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",33,0,0,0
"297","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",33,0,0,0
"298","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",35,9.5,3,28.5
"299","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",35,19.9,3.6,71.64
"300","Scarus","altipinnus","TP","Big Vicki's","Lizard, GBR","19/10/2014",35,20.5,3.5,71.75
"301","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"302","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"303","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"304","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"305","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"306","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"307","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"308","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"309","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"310","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"311","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"312","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"313","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"314","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"315","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"316","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"317","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",13,0,0,0
"318","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",16,0,0,0
"319","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",16,0,0,0
"320","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",16,0,0,0
"321","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",16,0,0,0
"322","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",16,0,0,0
"323","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",19,0,0,0
"324","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",19,0,0,0
"325","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",19,0,0,0
"326","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",19,0,0,0
"327","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",19,0,0,0
"328","Scarus","chameleon","IP","North Reef","Lizard, GBR","20/10/2014",19,0,0,0
"329","Scarus","chameleon","TP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"330","Scarus","chameleon","TP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"331","Scarus","chameleon","TP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"332","Scarus","chameleon","TP","Big Vicki's","Lizard, GBR","19/10/2014",17,0,0,0
"333","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"334","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",20,0,0,0
"335","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",21,0,0,0
"336","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",21,0,0,0
"337","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",21,0,0,0
"338","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",21,0,0,0
"339","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",21,0,0,0
"340","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"341","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"342","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"343","Scarus","chameleon","TP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"344","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",14,0,0,0
"345","Scarus","dimidiadus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"346","Scarus","dimidiadus","IP","Big Vicki's","Lizard, GBR","19/10/2014",20,0,0,0
"347","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",21,0,0,0
"348","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",21,0,0,0
"349","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",21,0,0,0
"350","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"351","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"352","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"353","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"354","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"355","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"356","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"357","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"358","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"359","Scarus","dimidiadus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"360","Scarus","dimidiadus","IP","Lagoon entrance","Lizard, GBR","17/10/2014",23,9,1.9,17.1
"361","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",14,0,0,0
"362","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",14,0,0,0
"363","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",14,0,0,0
"364","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",14,0,0,0
"365","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",17,0,0,0
"366","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",17,0,0,0
"367","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",17,0,0,0
"368","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",17,0,0,0
"369","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",17,9.4,2,18.8
"370","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",20,0,0,0
"371","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","18/10/2014",20,0,0,0
"372","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"373","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"374","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"375","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"376","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"377","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"378","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"379","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"380","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"381","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"382","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"383","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"384","Scarus","dimidiadus","TP","Big Vicki's","Lizard, GBR","19/10/2014",23,0,0,0
"385","Scarus","flavipectoralis","IP","North Reef","Lizard, GBR","20/10/2014",20,0,0,0
"386","Scarus","flavipectoralis","IP","North Reef","Lizard, GBR","20/10/2014",21,0,0,0
"387","Scarus","flavipectoralis","IP","North Reef","Lizard, GBR","20/10/2014",22,0,0,0
"388","Scarus","flavipectoralis","IP","North Reef","Lizard, GBR","20/10/2014",30,0,0,0
"389","Scarus","flavipectoralis","IP","North Reef","Lizard, GBR","20/10/2014",30,0,0,0
"390","Scarus","flavipectoralis","IP","North Reef","Lizard, GBR","20/10/2014",30,0,0,0
"391","Scarus","flavipectoralis","IP","North Reef","Lizard, GBR","20/10/2014",30,0,0,0
"392","Scarus","flavipectoralis","IP","North Reef","Lizard, GBR","20/10/2014",30,0,0,0
"393","Scarus","flavipectoralis","TP","North Reef","Lizard, GBR","20/10/2014",20,0,0,0
"394","Scarus","flavipectoralis","TP","North Reef","Lizard, GBR","20/10/2014",20,0,0,0
"395","Scarus","flavipectoralis","TP","North Reef","Lizard, GBR","20/10/2014",20,0,0,0
"396","Scarus","flavipectoralis","TP","North Reef","Lizard, GBR","20/10/2014",20,0,0,0
"397","Scarus","flavipectoralis","TP","North Reef","Lizard, GBR","20/10/2014",20,0,0,0
"398","Scarus","flavipectoralis","TP","North Reef","Lizard, GBR","20/10/2014",20,0,0,0
"399","Scarus","flavipectoralis","TP","North Reef","Lizard, GBR","20/10/2014",20,0,0,0
"400","Scarus","flavipectoralis","TP","Lagoon entrance","Lizard, GBR","17/10/2014",22,0,0,0
"401","Scarus","flavipectoralis","TP","Lagoon entrance","Lizard, GBR","17/10/2014",22,0,0,0
"402","Scarus","flavipectoralis","TP","Lagoon entrance","Lizard, GBR","17/10/2014",22,0,0,0
"403","Scarus","flavipectoralis","TP","Lagoon entrance","Lizard, GBR","17/10/2014",22,0,0,0
"404","Scarus","flavipectoralis","TP","North Reef","Lizard, GBR","20/10/2014",22,0,0,0
"405","Scarus","flavipectoralis","TP","North Reef","Lizard, GBR","20/10/2014",22,0,0,0
"406","Scarus","flavipectoralis","TP","Lagoon entrance","Lizard, GBR","17/10/2014",22,8.7,2.5,21.75
"407","Scarus","forsteni","IP","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"408","Scarus","forsteni","IP","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"409","Scarus","forsteni","IP","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"410","Scarus","forsteni","IP","North Reef","Lizard, GBR","20/10/2014",23,0,0,0
"411","Scarus","forsteni","IP","North Reef","Lizard, GBR","20/10/2014",25,0,0,0
"412","Scarus","forsteni","IP","North Reef","Lizard, GBR","20/10/2014",25,0,0,0
"413","Scarus","forsteni","IP","North Reef","Lizard, GBR","20/10/2014",25,0,0,0
"414","Scarus","forsteni","IP","North Reef","Lizard, GBR","20/10/2014",25,13.6,2,27.2
"415","Scarus","forsteni","IP","North Reef","Lizard, GBR","20/10/2014",29,13.9,3.1,43.09
"416","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"417","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"418","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"419","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"420","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"421","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"422","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"423","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"424","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"425","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"426","Scarus","forsteni","IP","North Reef","Lizard, GBR","21/10/2014",32,0,0,0
"427","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"428","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"429","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"430","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"431","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"432","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"433","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"434","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",23,0,0,0
"435","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",27,0,0,0
"436","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",27,0,0,0
"437","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",27,0,0,0
"438","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",27,0,0,0
"439","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",27,0,0,0
"440","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",27,0,0,0
"441","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",27,0,0,0
"442","Scarus","forsteni","TP","North Reef","Lizard, GBR","21/10/2014",27,0,0,0
"443","Scarus","forsteni","TP","North Reef","Lizard, GBR","20/10/2014",32,16.5,3.4,56.1
"444","Scarus","frenatus","IP","Big Vicki's","Lizard, GBR","19/10/2014",12,0,0,0
"445","Scarus","frenatus","IP","North Reef","Lizard, GBR","20/10/2014",17,0,0,0
"446","Scarus","frenatus","IP","North Reef","Lizard, GBR","20/10/2014",17,0,0,0
"447","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",17,0,0,0
"448","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",17,0,0,0
"449","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",17,0,0,0
"450","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",17,0,0,0
"451","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",17,0,0,0
"452","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",17,0,0,0
"453","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",17,0,0,0
"454","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",17,9.6,2.3,22.08
"455","Scarus","frenatus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",20,10.9,2.8,30.52
"456","Scarus","frenatus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",20,14.6,2.9,42.34
"457","Scarus","frenatus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",21,11.3,2.2,24.86
"458","Scarus","frenatus","IP","Osprey","Lizard, GBR","10/10/2014",22,0,0,0
"459","Scarus","frenatus","IP","Osprey","Lizard, GBR","10/10/2014",22,0,0,0
"460","Scarus","frenatus","IP","Osprey","Lizard, GBR","10/10/2014",22,0,0,0
"461","Scarus","frenatus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"462","Scarus","frenatus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,0,0,0
"463","Scarus","frenatus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",22,12.2,3.5,42.7
"464","Scarus","frenatus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",23,10,3.6,36
"465","Scarus","frenatus","IP","Osprey","Lizard, GBR","10/10/2014",23,10.3,6,61.8
"466","Scarus","frenatus","IP","Back reef behind South","Lizard, GBR","17/10/2014",23,11,3.2,35.2
"467","Scarus","frenatus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",23,11.1,2.9,32.19
"468","Scarus","frenatus","IP","Big Vicki's","Lizard, GBR","19/10/2014",23,12.2,3.1,37.82
"469","Scarus","frenatus","IP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",23,13.5,6.4,86.4
"470","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"471","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"472","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"473","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"474","Scarus","frenatus","IP","Back reef behind South","Lizard, GBR","17/10/2014",24,11,2,22
"475","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",24,15.3,2.5,38.25
"476","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",24,17,3,51
"477","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",24,19.1,3,57.3
"478","Scarus","frenatus","IP","Lagoon entrance","Lizard, GBR","17/10/2014",25,12.2,3,36.6
"479","Scarus","frenatus","IP","Lagoon entrance","Lizard, GBR","17/10/2014",25,13,2.9,37.7
"480","Scarus","frenatus","IP","Lagoon entrance","Lizard, GBR","17/10/2014",25,15.1,3.9,58.89
"481","Scarus","frenatus","IP","Lagoon entrance","Lizard, GBR","17/10/2014",26,9.7,4.7,45.59
"482","Scarus","frenatus","IP","Big Vicki's","Lizard, GBR","19/10/2014",26,14.3,2.4,34.32
"483","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"484","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"485","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"486","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"487","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"488","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"489","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"490","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"491","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"492","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"493","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,0,0,0
"494","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,7.3,2.6,18.98
"495","Scarus","frenatus","IP","North Reef","Lizard, GBR","21/10/2014",30,7.8,2.7,21.06
"496","Scarus","frenatus","TP","Lagoon entrance","Lizard, GBR","17/10/2014",20,8.2,2.9,23.78
"497","Scarus","frenatus","TP","North Reef","Lizard, GBR","20/10/2014",22,10.4,1.9,19.76
"498","Scarus","frenatus","TP","Lagoon entrance","Lizard, GBR","17/10/2014",22,12,2.9,34.8
"499","Scarus","frenatus","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"500","Scarus","frenatus","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,0,0,0
"501","Scarus","frenatus","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"502","Scarus","frenatus","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"503","Scarus","frenatus","TP","North Reef","Lizard, GBR","20/10/2014",24,0,0,0
"504","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",24,0,0,0
"505","Scarus","frenatus","TP","Big Vicki's","Lizard, GBR","19/10/2014",24,12.9,2.3,29.67
"506","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",26,0,0,0
"507","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",26,0,0,0
"508","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",26,0,0,0
"509","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",26,0,0,0
"510","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",26,0,0,0
"511","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",26,0,0,0
"512","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",26,13.5,3.8,51.3
"513","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",26,15.8,3,47.4
"514","Scarus","frenatus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",27,9.2,4.8,44.16
"515","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",27,12.5,3.6,45
"516","Scarus","frenatus","TP","North Reef","Lizard, GBR","20/10/2014",27,14.4,3,43.2
"517","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",27,16.6,2.4,39.84
"518","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",27,16.9,3,50.7
"519","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",27,18.4,3,55.2
"520","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",27,19.8,2,39.6
"521","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",27,20.8,3.9,81.12
"522","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",28,0,0,0
"523","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",28,0,0,0
"524","Scarus","frenatus","TP","North Reef","Lizard, GBR","21/10/2014",28,15.5,3.9,60.45
"525","Scarus","frenatus","TP","Lagoon entrance","Lizard, GBR","17/10/2014",30,12.5,3.7,46.25
"526","Scarus","frenatus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",30,18.7,3.9,72.93
"527","Scarus","frenatus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",30,19.6,4.8,94.08
"528","Scarus","frenatus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",32,8.9,5,44.5
"529","Scarus","frenatus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",32,11.4,4,45.6
"530","Scarus","frenatus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",32,13.3,5.5,73.15
"531","Scarus","frenatus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",32,13.6,5.5,74.8
"532","Scarus","frenatus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",32,17.8,8.4,149.52
"533","Scarus","frenatus","TP","Osprey","Lizard, GBR","10/10/2014",33,9.2,7.1,65.32
"534","Scarus","frenatus","TP","Osprey","Lizard, GBR","10/10/2014",33,12.5,8.9,111.25
"535","Scarus","frenatus","TP","Osprey","Lizard, GBR","10/10/2014",33,19.7,8.8,173.36
"536","Scarus","frenatus","TP","Lagoon entrance (RHS)","Lizard, GBR","18/10/2014",33,20.3,3.6,73.08
"537","Scarus","frenatus","TP","Big Vicki's","Lizard, GBR","19/10/2014",34,15.8,2.6,41.08
"538","Scarus","frenatus","TP","Big Vicki's","Lizard, GBR","19/10/2014",34,17.7,2.9,51.33
"539","Scarus","ghobban","IP","North Reef","Lizard, GBR","20/10/2014",22,0,0,0
"540","Scarus","ghobban","IP","North Reef","Lizard, GBR","20/10/2014",22,0,0,0
"541","Scarus","ghobban","IP","Big Vicki's","Lizard, GBR","19/10/2014",29,14.4,3.2,46.08
"542","Scarus","ghobban","IP","Big Vicki's","Lizard, GBR","19/10/2014",29,18.8,2.7,50.76
"543","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"544","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"545","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"546","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"547","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"548","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"549","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"550","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"551","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"552","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"553","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"554","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"555","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"556","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"557","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"558","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"559","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"560","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"561","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"562","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"563","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
"564","Scarus","globiceps","IP","North Reef","Lizard, GBR","21/10/2014",16,0,0,0
