site.name,camera,part,grazable cov,min.surveyed,seg,fish.id,time.entry,family,species,life.phase,size.tl,size.SL,function,total.bites,surveyor,exit.time
luk,1,2,60,24,22 to 25,1,0:24:10,aca,zscopas,na,12,,gra.det,13,Sonia,not recorded
luk,1,2,60,24,28 to 31,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,0,not recorded
luk,1,2,60,24,34 to 37,2,0:34:00,aca,zveliferum,na,14,,gra.det,86,Sonia,not recorded
luk,1,2,60,24,34 to 37,3,0:34:11,aca,cstriatus,na,10,,gra.det,30,Sonia,not recorded
luk,1,2,60,24,34 to 37,4,0:34:19,sca,sniger,tp,22,,scra.sma.exc,4,Sonia,not recorded
luk,1,2,60,24,34 to 37,5,0:34:23,aca,zscopas,na,12,,gra.det,16,Sonia,not recorded
luk,1,2,60,24,34 to 37,6,0:34:38,sca,schameleon,ip,15,,scra.sma.exc,11,Sonia,not recorded
luk,1,2,60,24,34 to 37,7,0:35:39,sig,svulpinus,na,15,,gra.det,14,Sonia,not recorded
luk,1,2,60,24,34 to 37,8,0:35:39,sig,svulpinus,na,15,,gra.det,9,Sonia,not recorded
luk,1,2,60,24,34 to 37,9,0:35:39,sig,scorallinus,na,15,,gra.det,13,Sonia,not recorded
luk,1,2,60,24,34 to 37,10,0:36:00,sca,sspinus,ip,11,,scra.sma.exc,52,Sonia,not recorded
luk,1,2,60,24,34 to 37,11,0:36:00,sca,csordidus,ip,13,,scra.sma.exc,2,Sonia,not recorded
luk,1,2,60,24,34 to 37,12,0:36:17,sca,schameleon,ip,16,,scra.sma.exc,2,Sonia,not recorded
luk,1,2,60,24,40 to 43,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,Sonia,not recorded
luk,1,3,60,24,3 to 6,13,0:03:13,aca,cstriatus,na,12,,gra.det,6,Sonia,not recorded
luk,2,2,45,24,0 to 3,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,2,2,45,24,6 to 9,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,2,2,45,24,12 to 15,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,2,2,45,24,18 to 21,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,2,2,45,24,24 to 27,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,2,2,45,24,30 to 33,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,2,2,45,24,36 to 39,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,2,3,45,24,0 to 3,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,3,2,89,24,3 to 6,1,0:04:31,aca,cstriatus,na,15,,gra.det,46,kate,0:05:18
luk,3,2,89,24,9 to 12,2,0:11:50,sca,soviceps,TP,35,,scra.sma.exc,8,kate,0:11:58
luk,3,2,89,24,15 to 18,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,3,2,89,24,21 to 24,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,3,2,89,24,27 to 30,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,3,2,89,24,33 to 36,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,3,2,89,24,39 to 42,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
luk,3,3,89,24,0 to 3,3,0:26:00,sca,cmicrorhinos,TP,40,35,lexc.bio,36,kate,0:01:38
luk,3,3,89,24,0 to 3,4,0:43:00,sca,cmicrorhinos,TP,40,35,lexc.bio,12,kate,0:01:33
luk,3,3,89,24,0 to 3,5,0:01:45,sca,cmicrorhinos,TP,40,35,lexc.bio,3,kate,0:01:52
luk,3,3,89,24,0 to 3,6,0:02:04,sca,cmicrorhinos,TP,40,35,lexc.bio,15,kate,0:02:42
luk,3,3,89,24,0 to 3,7,0:02:33,sca,cmicrorhinos,TP,40,35,lexc.bio,12,kate,0:02:55
luk,4,1,87,24,34 to 37,1,0:34:03,aca,cstriatus,na,8,,gra.det,6,Sonia,not recorded
luk,4,1,87,24,34 to 37,2,0:34:51,aca,cstriatus,na,8,,gra.det,3,Sonia,not recorded
luk,4,1,87,24,40 to 43,3,0:40:00,aca,cstriatus,na,8,,gra.det,22,Sonia,not recorded
luk,4,1,87,24,40 to 43,4,0:42:29,sca,sniger,IP,9,,scra.sma.exc,9,Sonia,not recorded
luk,4,2,87,24,3 to 6,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,Sonia,no fish
luk,4,2,87,24,9 to 12,5,0:09:26,aca,cstriatus,na,8,,gra.det,18,Sonia,not recorded
luk,4,2,87,24,9 to 12,6,0:09:56,aca,cstriatus,na,8,,gra.det,13,Sonia,not recorded
luk,4,2,87,24,9 to 12,7,0:10:23,aca,cstriatus,na,8,,gra.det,67,Sonia,not recorded
luk,4,2,87,24,15 to 18,8,0:16:44,aca,cstriatus,na,12,,gra.det,9,Sonia,not recorded
luk,4,2,87,24,15 to 18,9,0:17:11,aca,cstriatus,na,8,,gra.det,6,Sonia,not recorded
luk,4,2,87,24,21 to 24,10,0:21:00,aca,cstriatus,na,8,,gra.det,3,Sonia,not recorded
luk,4,2,87,24,21 to 24,11,0:22:07,aca,cstriatus,na,12,,gra.det,5,Sonia,not recorded
luk,4,2,87,24,21 to 24,12,0:23:10,aca,cstriatus,na,8,,gra.det,2,Sonia,not recorded
luk,4,2,87,24,21 to 24,13,0:23:11,aca,cstriatus,na,12,,gra.det,9,Sonia,not recorded
luk,4,2,87,24,21 to 24,14,0:23:39,aca,cstriatus,na,11,,gra.det,10,Sonia,not recorded
luk,4,2,87,24,27 to 30,15,0:27:00,aca,zscopas,na,7,,gra.det,29,Sonia,not recorded
luk,4,2,87,24,27 to 30,16,0:27:00,sca,sniger,IP,10,,scra.sma.exc,14,Sonia,not recorded
luk,4,2,87,24,27 to 30,17,0:27:11,sca,csordidus,IP,12,,scra.sma.exc,37,Sonia,not recorded
luk,4,2,87,24,27 to 30,18,0:27:19,sca,sniger,IP,12,,scra.sma.exc,39,Sonia,not recorded
luk,4,2,87,24,27 to 30,19,0:27:23,sca,csordidus,IP,13,,scra.sma.exc,8,Sonia,not recorded
luk,4,2,87,24,27 to 30,20,0:28:30,aca,cstriatus,na,13,,gra.det,14,Sonia,not recorded
luk,4,2,87,24,27 to 30,21,0:28:55,aca,cstriatus,na,13,,gra.det,33,Sonia,not recorded
luk,4,2,87,24,33 to 36,22,0:34:09,aca,cstriatus,na,13,,gra.det,33,Sonia,not recorded
luk,5,1,60,24,11 to 14,1,0:11:00,aca,apyroferus,na,12,,gra.det,2,Teb,not recorded
luk,5,1,60,24,11 to 14,2,0:11:00,aca,cstriatus,na,12,,gra.det,3,Teb,not recorded
luk,5,1,60,24,11 to 14,3,0:11:00,aca,zscopas,na,8,,gra.det,2,Teb,not recorded
luk,5,1,60,24,11 to 14,4,0:11:10,aca,cstriatus,na,9,,gra.det,26,Teb,not recorded
luk,5,1,60,24,11 to 14,5,0:11:10,aca,cstriatus,na,10,,gra.det,2,Teb,not recorded
luk,5,1,60,24,11 to 14,6,0:11:25,aca,cstriatus,na,7,,gra.det,37,Teb,not recorded
luk,5,1,60,24,11 to 14,7,0:11:27,aca,zscopas,na,14,,gra.det,4,Teb,not recorded
luk,5,1,60,24,11 to 14,8,0:11:33,aca,cstriatus,na,8,,gra.det,1,Teb,not recorded
luk,5,1,60,24,11 to 14,9,0:12:26,aca,cstriatus,na,12,,gra.det,6,Teb,not recorded
luk,5,1,60,24,11 to 14,10,0:12:32,sca,csordidus,ip,13,,scra.sma.exc,3,Teb,not recorded
luk,5,1,60,24,11 to 14,11,0:12:34,sca,csordidus,tp,15,,scra.sma.exc,7,Teb,not recorded
luk,5,1,60,24,23 to 26,12,0:24:27,aca,apyroferus,na,14,,gra.det,11,Teb,not recorded
luk,5,1,60,24,29 to 32,13,0:29:00,aca,cstriatus,na,10,,gra.det,15,Teb,not recorded
luk,5,1,60,24,29 to 32,14,0:29:04,sca,csordidus,ip,14,,scra.sma.exc,6,Teb,not recorded
luk,5,1,60,24,29 to 32,15,0:29:04,sca,sniger,tp,15,,scra.sma.exc,20,Teb,not recorded
luk,5,1,60,24,29 to 32,16,0:29:06,aca,zscopas,na,10,,gra.det,2,Teb,not recorded
luk,5,1,60,24,29 to 32,17,0:29:24,sca,csordidus,tp,16,,scra.sma.exc,2,Teb,not recorded
luk,5,1,60,24,29 to 32,18,0:29:29,aca,cstriatus,na,7,,gra.det,43,Teb,not recorded
luk,5,1,60,24,29 to 32,19,0:29:51,sca,sniger,tp,27,,scra.sma.exc,19,Sonia,00:30:19
luk,5,1,60,24,29 to 32,20,0:29:52,sca,csordidus,IP,14,,scra.sma.exc,33,Sonia,00:30:28
luk,5,1,60,24,29 to 32,21,0:29:58,sca,csordidus,IP,14,,scra.sma.exc,12,Sonia,00:30:17
luk,5,1,60,24,29 to 32,22,0:29:58,aca,zscopas,na,12,,gra.det,9,Sonia,00:30:20
luk,5,1,60,24,29 to 32,23,0:30:05,aca,zscopas,na,13,,gra.det,11,Sonia,00:30:18
luk,5,1,60,24,29 to 32,24,0:30:05,sca,csordidus,IP,15,,scra.sma.exc,1,Sonia,00:30:13
luk,5,1,60,24,29 to 32,25,0:30:06,sca,sschlegeli,IP,14,,scra.sma.exc,22,Sonia,00:30:29
luk,5,1,60,24,29 to 32,26,12:30:07,sca,csordidus,IP,14,,scra.sma.exc,3,Sonia,00:30:14
luk,5,1,60,24,29 to 32,27,0:30:14,sca,csordidus,IP,24,,scra.sma.exc,15,Sonia,00:30:31
luk,5,1,60,24,29 to 32,28,12:30:16,aca,cstriatus,na,12,,gra.det,3,Sonia,00:30:22
luk,5,1,60,24,29 to 32,29,0:30:24,sca,sschlegeli,IP,18,,scra.sma.exc,11,Sonia,00:35:00
luk,5,1,60,24,29 to 32,30,0:30:45,aca,cstriatus,na,12,,gra.det,5,Sonia,00:30:56
luk,5,1,60,24,30 to 47,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish
luk,5,2,60,24,0 to 3,31,0:02:40,aca,cstriatus,na,12,,gra.det,1,Sonia,00:02:44
luk,5,2,60,24,0 to 3,32,0:02:42,aca,cstriatus,na,13,,gra.det,3,Sonia,00:02:48
luk,5,2,60,24,6 to 9,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish
luk,5,2,60,24,12 to 15,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish
luk,5,2,60,24,18 to 21,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish
ngk.n,1,2,57,24,22 to 25,1,0:22:00,aca,nlituratus,na,20,,browser,10,Sonia,not recorded
ngk.n,1,2,57,24,22 to 25,2,0:22:13,aca,zscopas,na,8,,gra.det,1,Sonia,not recorded
ngk.n,1,2,57,24,22 to 25,3,0:24:35,aca,nlituratus,na,20,,browser,15,Sonia,not recorded
ngk.n,1,2,57,24,28 to 31,4,0:29:24,sca,sschlegeli,ip,23,,scra.sma.exc,1,Sonia,not recorded
ngk.n,1,2,57,24,28 to 31,5,0:30:05,aca,cstriatus,na,14,,gra.det,2,Sonia,not recorded
ngk.n,1,2,57,24,34 to 37,6,0:34:11,aca,nlituratus,na,17,,browser,8,Sonia,not recorded
ngk.n,1,2,57,24,34 to 37,7,0:35:15,aca,cstriatus,na,14,,gra.det,9,Sonia,not recorded
ngk.n,1,2,57,24,40 to 43,8,0:40:56,sca,sschlegeli,ip,23,,scra.sma.exc,1,Sonia,not recorded
ngk.n,1,2,57,24,40 to 43,9,0:41:36,aca,nlituratus,na,20,,browser,9,Sonia,not recorded
ngk.n,1,2,57,24,40 to 43,10,0:42:39,aca,nlituratus,na,20,,browser,12,Sonia,not recorded
ngk.n,1,2,57,24,40 to 43,11,0:42:43,sca,csordidus,ip,12,,scra.sma.exc,5,Sonia,not recorded
ngk.n,1,3,57,24,3 to 6,12,0:03:16,aca,cstriatus,na,13,,gra.det,6,Sonia,not recorded
ngk.n,1,3,57,24,9 to 12,13,0:09:31,aca,cstriatus,na,11,,gra.det,4,Sonia,not recorded
ngk.n,1,3,57,24,9 to 12,14,0:09:49,aca,cstriatus,na,11,,gra.det,23,Sonia,not recorded
ngk.n,1,3,57,24,15 to 18,15,0:17:33,aca,cstriatus,na,11,,gra.det,21,Sonia,not recorded
ngk.n,1,3,57,24,21 to 24,16,0:21:00,aca,nlituratus,na,20,,browser,36,Sonia,not recorded
ngk.n,1,3,57,24,21 to 24,17,0:21:47,aca,cstriatus,na,12,,gra.det,5,Sonia,not recorded
ngk.n,1,3,57,24,21 to 24,18,0:22:35,aca,cstriatus,na,12,,gra.det,16,Sonia,not recorded
ngk.n,1,3,57,24,21 to 24,19,0:22:37,aca,cstriatus,na,11,,gra.det,16,Sonia,not recorded
ngk.n,1,3,57,24,21 to 24,20,0:23:19,aca,cstriatus,na,12,,gra.det,11,Sonia,not recorded
ngk.n,2,2,92,24,17 to 20,1,0:17:39,aca,cstriatus,na,12,,gra.det,23,kate,0:02:05
ngk.n,2,2,92,24,23 to 26,2,0:23:49,sca,sdimidiatus,IP,20,,scra.sma.exc,5,kate,0:23:55
ngk.n,2,2,92,24,23 to 26,3,0:23:49,sca,csordidus,IP,15,,scra.sma.exc,6,kate,0:24:05
ngk.n,2,2,92,24,23 to 26,4,0:24:22,sca,csordidus,IP,15,,scra.sma.exc,21,kate,0:24:47
ngk.n,2,2,92,24,29 to 32,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.n,2,2,92,24,35 to 38,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.n,2,3,92,24,0 to 3,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.n,2,3,92,24,6 to 9,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.n,2,3,92,24,12 to 15,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.n,2,3,92,24,18 to 21,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.n,3,2,94,24,14 to 17,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.n,3,2,94,24,20 to 23,1,0:21:34,aca,cstriatus,na,15,,gra.det,8,kate,0:21:46
ngk.n,3,2,94,24,26 to 29,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.n,3,2,94,24,32 to 35,2,0:32:08,aca,cstriatus,na,12,,gra.det,15,kate,0:32:25
ngk.n,3,2,94,24,38 to 41,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.n,3,3,94,24,3 to 6,3,0:04:31,sca,squoyi,TP,35,,scra.sma.exc,25,kate,0:04:57
ngk.n,3,3,94,24,3 to 6,4,0:05:27,aca,cstriatus,na,12,,gra.det,7,kate,0:05:38
ngk.n,3,3,94,24,9 to 12,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.n,3,3,94,24,15 to 18,5,0:16:11,aca,cstriatus,na,12,,gra.det,17,kate,0:16:28
ngk.n,3,3,94,24,15 to 18,6,0:17:17,aca,cstriatus,na,12,,gra.det,36,kate,0:17:44
ngk.n,3,3,94,24,15 to 18,7,0:17:18,sca,sdimidiatus,IP,15,,scra.sma.exc,40,kate,0:17:48
ngk.n,4,2,60,24,12 to 15,1,0:12:00,aca,zscopas,na,5,,gra.det,35,Rob,not recorded
ngk.n,4,2,60,24,12 to 15,2,0:12:33,aca,cstriatus,na,11,,gra.det,8,Rob,not recorded
ngk.n,4,2,60,24,18 to 21,3,0:18:17,sca,sniger,tp,7,,scra.sma.exc,11,Rob,not recorded
ngk.n,4,2,60,24,18 to 21,4,0:18:32,aca,zscopas,na,5,,gra.det,10,Rob,not recorded
ngk.n,4,2,60,24,18 to 21,5,0:19:11,aca,cstriatus,na,7,,gra.det,88,Rob,not recorded
ngk.n,4,2,60,24,24 to 27,6,0:25:09,aca,cstriatus,na,8,,gra.det,12,Rob,not recorded
ngk.n,4,2,60,24,30 to 33,7,0:31:29,aca,cstriatus,na,6,,gra.det,6,Rob,not recorded
ngk.n,4,2,60,24,36 to 39,8,0:38:19,aca,cstriatus,na,6,,gra.det,17,Rob,not recorded
ngk.n,4,2,60,24,36 to 39,9,0:38:44,aca,cstriatus,na,4,,gra.det,18,Rob,not recorded
ngk.n,4,3,60,24,0 to 3,10,0:00:00,aca,zscopas,na,6,,gra.det,6,Rob,not recorded
ngk.n,4,3,60,24,0 to 3,11,0:00:09,aca,zscopas,na,7,,gra.det,21,Rob,not recorded
ngk.n,4,3,60,24,0 to 3,12,0:02:28,aca,cstriatus,na,7,,gra.det,5,Rob,not recorded
ngk.n,4,3,60,24,6 to 9,13,0:07:34,aca,cstriatus,na,7,,gra.det,61,Rob,not recorded
ngk.n,4,3,60,24,6 to 9,14,0:07:49,aca,zscopas,na,6,,gra.det,3,Rob,not recorded
ngk.n,4,3,60,24,6 to 9,15,0:07:53,aca,cstriatus,na,7,,gra.det,13,Rob,not recorded
ngk.n,4,3,60,24,12 to 15,16,0:12:00,aca,zscopas,na,6,,gra.det,92,Rob,not recorded
ngk.n,4,3,60,24,12 to 15,17,0:12:00,aca,cstriatus,na,7,,gra.det,54,Rob,not recorded
ngk.n,5,1,60,24,35 to 38,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,Sonia,not recorded
ngk.n,5,2,60,24,0 to 3,1,0:02:04,aca,cstriatus,na,12,,gra.det,12,Sonia,not recorded
ngk.n,5,2,60,24,6 to 9,2,0:07:53,aca,cstriatus,na,10,,gra.det,9,Sonia,not recorded
ngk.n,5,2,60,24,12 to 15,3,0:12:01,aca,cstriatus,na,10,,gra.det,3,Sonia,not recorded
ngk.n,5,2,60,24,18 to 21,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,Sonia,not recorded
ngk.n,5,2,60,24,24 to 27,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,Sonia,not recorded
ngk.n,5,2,60,24,30 to 33,4,0:31:38,aca,cstriatus,na,12,,gra.det,3,Sonia,not recorded
ngk.n,5,2,60,24,30 to 33,5,0:32:37,aca,cstriatus,na,12,,gra.det,4,Sonia,not recorded
ngk.n,5,2,60,24,36 to 39,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,Sonia,not recorded
ngk.s,1,2,100,24,2 to 5,1,0:02:40,aca,cstriatus,na,15,,gra.det,21,kate,0:02:59
ngk.s,1,2,100,24,2 to 5,2,0:02:45,aca,cstriatus,na,15,,gra.det,14,kate,0:03:01
ngk.s,1,2,100,24,2 to 5,3,0:02:48,sca,csordidus,IP,20,,scra.sma.exc,5,kate,0:02:56
ngk.s,1,2,100,24,2 to 5,4,0:03:02,aca,zscopas,na,10,,gra.det,17,kate,0:03:13
ngk.s,1,2,100,24,2 to 5,5,0:03:12,aca,zscopas,na,10,,gra.det,20,kate,0:03:29
ngk.s,1,2,100,24,2 to 5,6,0:04:40,aca,zscopas,na,10,,gra.det,18,kate,0:04:54
ngk.s,1,2,100,24,8 to 11,7,0:08:34,sca,csordidus,IP,15,,scra.sma.exc,4,kate,0:08:44
ngk.s,1,2,100,24,8 to 11,8,0:08:57,aca,cstriatus,na,15,,gra.det,6,kate,0:09:02
ngk.s,1,2,100,24,8 to 11,9,0:09:05,sca,csordidus,IP,20,,scra.sma.exc,12,kate,0:09:20
ngk.s,1,2,100,24,8 to 11,10,0:09:49,aca,cstriatus,na,15,,gra.det,11,kate,0:09:57
ngk.s,1,2,100,24,8 to 11,11,0:09:51,aca,cstriatus,na,15,,gra.det,15,kate,0:10:08
ngk.s,1,2,100,24,8 to 11,12,0:10:39,aca,zscopas,na,10,,gra.det,28,kate,0:11:00
ngk.s,1,2,100,24,14 to 17,13,0:14:25,aca,zscopas,na,10,,gra.det,202,kate,0:16:52
ngk.s,1,2,100,24,14 to 17,14,0:14:42,aca,nlituratus,na,20,,browser,10,kate,0:14:52
ngk.s,1,2,100,24,14 to 17,15,0:14:48,sca,csordidus,IP,15,,scra.sma.exc,23,kate,0:15:22
ngk.s,1,2,100,24,14 to 17,16,0:15:01,aca,cstriatus,na,15,,gra.det,6,kate,0:15:07
ngk.s,1,2,100,24,14 to 17,17,0:15:08,aca,zscopas,na,10,,gra.det,112,kate,0:17:00
ngk.s,1,2,100,24,14 to 17,18,0:15:10,aca,nlituratus,na,20,,browser,17,kate,0:15:37
ngk.s,1,2,100,24,14 to 17,19,0:15:11,aca,cstriatus,na,15,,gra.det,66,kate,0:16:04
ngk.s,1,2,100,24,14 to 17,20,0:15:53,aca,cstriatus,na,15,,gra.det,7,kate,0:16:01
ngk.s,1,2,100,24,14 to 17,21,12:15:54,aca,nlituratus,na,20,,browser,11,kate,0:16:17
ngk.s,1,2,100,24,14 to 17,22,0:16:32,sca,csordidus,IP,20,,scra.sma.exc,17,kate,0:16:53
ngk.s,1,2,100,24,20 to 23,23,0:20:33,aca,zscopas,na,12,,gra.det,30,kate,0:21:05
ngk.s,1,2,100,24,20 to 23,24,0:20:40,aca,zscopas,na,12,,gra.det,28,kate,0:21:11
ngk.s,1,2,100,24,20 to 23,25,0:20:41,aca,nlituratus,na,15,,browser,6,kate,0:20:47
ngk.s,1,2,100,24,20 to 23,26,0:20:46,aca,cstriatus,na,15,,gra.det,27,kate,0:21:08
ngk.s,1,2,100,24,20 to 23,27,0:21:16,sca,csordidus,IP,15,,scra.sma.exc,12,kate,0:21:31
ngk.s,1,2,100,24,20 to 23,28,0:21:16,aca,zscopas,na,12,,gra.det,89,kate,0:22:40
ngk.s,1,2,100,24,20 to 23,29,0:21:23,aca,cstriatus,na,15,,gra.det,12,kate,0:21:34
ngk.s,1,2,100,24,20 to 23,30,0:21:47,aca,nlituratus,na,15,,browser,15,kate,0:22:19
ngk.s,1,2,100,24,20 to 23,31,0:22:09,aca,zscopas,na,12,,gra.det,19,kate,0:22:25
ngk.s,1,2,100,24,20 to 23,32,0:22:27,aca,nlituratus,na,15,,browser,13,kate,0:22:54
ngk.s,1,2,100,24,20 to 23,33,0:22:33,sca,csordidus,IP,15,,scra.sma.exc,34,kate,0:22:56
ngk.s,1,2,100,24,26 to 29,34,0:26:27,aca,nlituratus,na,15,,browser,11,kate,0:26:41
ngk.s,1,2,100,24,26 to 29,35,0:26:45,aca,cstriatus,na,15,,gra.det,7,kate,0:26:53
ngk.s,1,2,100,24,26 to 29,36,0:26:48,aca,zscopas,na,12,,gra.det,10,kate,0:27:00
ngk.s,1,2,100,24,26 to 29,37,0:26:52,aca,nlituratus,na,15,,browser,12,kate,0:27:25
ngk.s,1,2,100,24,26 to 29,38,0:26:59,sca,csordidus,IP,10,,scra.sma.exc,29,kate,0:27:32
ngk.s,1,2,100,24,26 to 29,39,0:27:08,aca,zscopas,na,12,,gra.det,28,kate,0:27:32
ngk.s,1,2,100,24,26 to 29,40,0:27:09,aca,cstriatus,na,15,,gra.det,16,kate,0:27:25
ngk.s,1,2,100,24,26 to 29,41,0:27:16,aca,cstriatus,na,15,,gra.det,16,kate,0:27:32
ngk.s,1,2,100,24,26 to 29,42,0:27:38,sca,csordidus,IP,10,,scra.sma.exc,2,kate,0:27:45
ngk.s,1,2,100,24,26 to 29,43,0:28:19,aca,cstriatus,na,12,,gra.det,20,kate,0:28:39
ngk.s,1,2,100,24,32 to 35,44,0:34:41,aca,cstriatus,na,15,,gra.det,19,kate,0:35:00
ngk.s,1,2,100,24,38 to 41,45,0:39:15,aca,cstriatus,na,15,,gra.det,28,kate,0:39:52
ngk.s,1,2,100,24,3 to 6,46,0:04:39,aca,cstriatus,na,15,,gra.det,9,kate,0:04:47
ngk.s,1,2,100,24,3 to 6,47,0:05:03,sca,csordidus,IP,10,,scra.sma.exc,38,kate,0:05:43
ngk.s,2,2,98,24,0 to 3,1,0:02:14,sca,sniger,TP,20,,scra.sma.exc,7,kate,0:02:25
ngk.s,2,2,98,24,0 to 3,2,0:02:34,aca,nlituratus,na,15,,browser,7,kate,0:02:46
ngk.s,2,2,98,24,0 to 3,3,0:02:49,aca,cstriatus,na,15,,gra.det,11,kate,0:02:59
ngk.s,2,2,98,24,6 to 9,4,0:06:22,sca,cbleekeri,IP,25,,scra.sma.exc,23,kate,0:06:56
ngk.s,2,2,98,24,6 to 9,5,0:06:23,sca,csordidus,IP,20,,scra.sma.exc,1,kate,0:06:25
ngk.s,2,2,98,24,6 to 9,6,0:07:10,sca,csordidus,IP,15,,scra.sma.exc,4,kate,0:07:19
ngk.s,2,2,98,24,6 to 9,7,0:07:11,sca,csordidus,IP,20,,scra.sma.exc,12,kate,0:07:31
ngk.s,2,2,98,24,12 to 15,8,0:12:34,aca,cstriatus,na,15,,gra.det,11,kate,0:12:41
ngk.s,2,2,98,24,12 to 15,9,0:12:56,sca,csordidus,IP,15,,scra.sma.exc,8,kate,0:13:05
ngk.s,2,2,98,24,12 to 15,10,0:13:03,aca,cstriatus,na,15,,gra.det,11,kate,0:13:10
ngk.s,2,2,98,24,12 to 15,11,0:13:07,aca,cstriatus,na,15,,gra.det,31,kate,0:13:26
ngk.s,2,2,98,24,12 to 15,12,0:13:44,aca,zscopas,na,12,,gra.det,3,kate,0:13:49
ngk.s,2,2,98,24,12 to 15,13,0:13:46,sca,csordidus,IP,15,,scra.sma.exc,6,kate,0:13:57
ngk.s,2,2,98,24,12 to 15,14,0:13:51,aca,cstriatus,na,15,,gra.det,16,kate,0:14:02
ngk.s,2,2,98,24,12 to 15,15,0:13:53,aca,cstriatus,na,15,,gra.det,5,kate,0:13:58
ngk.s,2,2,98,24,12 to 15,16,0:14:05,aca,cstriatus,na,12,,gra.det,5,kate,0:14:10
ngk.s,2,2,98,24,12 to 15,17,0:14:10,sca,csordidus,IP,20,,scra.sma.exc,3,kate,0:14:16
ngk.s,2,2,98,24,12 to 15,18,0:14:16,sca,cbleekeri,IP,25,,scra.sma.exc,20,kate,0:14:37
ngk.s,2,2,98,24,12 to 15,19,0:14:23,aca,cstriatus,na,12,,gra.det,11,kate,0:14:32
ngk.s,2,2,98,24,18 to 21,20,0:19:23,aca,cstriatus,na,15,,gra.det,14,kate,0:19:35
ngk.s,2,2,98,24,24 to 27,21,0:24:18,sca,cbleekeri,IP,25,,scra.sma.exc,8,kate,0:24:36
ngk.s,2,2,98,24,30 to 33,22,0:30:33,aca,cstriatus,na,15,,gra.det,26,kate,0:30:54
ngk.s,2,2,98,24,30 to 33,23,0:31:52,aca,cstriatus,na,15,,gra.det,57,kate,0:32:37
ngk.s,2,2,98,24,36 to 39,24,0:36:39,aca,cstriatus,na,15,,gra.det,10,kate,0:36:46
ngk.s,2,2,98,24,36 to 39,25,0:37:07,aca,cstriatus,na,12,,gra.det,44,kate,0:37:33
ngk.s,2,3,98,24,0 to 3,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ngk.s,3,1,96,24,38 to 41,1,0:38:00,aca,cstriatus,na,12,,gra.det,44,Sonia,not recorded
ngk.s,3,1,96,24,38 to 41,2,0:38:02,aca,cstriatus,na,12,,gra.det,14,Sonia,not recorded
