site.name,camera,part,grazable cov,min.surveyed,seg,fish.id,time.entry,family,species,life.phase,size.tl,size.SL,function,total.bites,surveyor,exit.time
ese2,1,2,55,24,7 to 10,1,0:07:05,aca,cstriatus,na,12,,gra.det,17,kate,0:07:19
ese2,1,2,55,24,7 to 10,2,0:08:40,aca,cstriatus,na,15,,gra.det,3,kate,0:08:46
ese2,1,2,55,24,7 to 10,3,0:09:19,aca,cstriatus,na,15,,gra.det,46,kate,0:09:49
ese2,1,2,55,24,7 to 10,4,0:09:28,aca,cstriatus,na,15,,gra.det,8,kate,0:09:39
ese2,1,2,55,24,13 to 16,5,0:13:27,aca,cstriatus,na,10,,gra.det,4,kate,0:13:32
ese2,1,2,55,24,13 to 16,6,0:13:55,aca,cstriatus,na,13,,gra.det,4,kate,0:14:00
ese2,1,2,55,24,13 to 16,7,0:13:57,aca,zscopas,na,12,,gra.det,3,kate,0:14:12
ese2,1,2,55,24,13 to 16,8,0:14:27,aca,cstriatus,na,15,,gra.det,7,kate,0:14:35
ese2,1,2,55,24,13 to 16,9,0:15:29,aca,cstriatus,na,12,,gra.det,13,kate,0:15:56
ese2,1,2,55,24,19 to 22,10,0:19:00,aca,cstriatus,na,15,,gra.det,13,kate,0:19:17
ese2,1,2,55,24,19 to 22,11,0:19:41,aca,cstriatus,na,15,,gra.det,7,kate,0:14:35
ese2,1,2,55,24,19 to 22,12,0:21:20,aca,cstriatus,na,15,,gra.det,6,kate,0:21:27
ese2,1,2,55,24,25 to 28,13,0:25:07,aca,cstriatus,na,15,,gra.det,7,kate,0:25:18
ese2,1,2,55,24,25 to 28,14,0:26:02,aca,cstriatus,na,12,,gra.det,7,kate,0:26:10
ese2,1,2,55,24,25 to 28,15,0:26:34,aca,cstriatus,na,15,,gra.det,4,kate,0:26:43
ese2,1,2,55,24,25 to 28,16,0:26:41,aca,cstriatus,na,15,,gra.det,4,kate,0:26:49
ese2,1,2,55,24,25 to 28,17,0:27:16,aca,cstriatus,na,15,,gra.det,15,kate,0:27:30
ese2,1,2,55,24,31 to 34,18,0:31:33,aca,anigricans,na,10,,gra.det,6,kate,0:31:40
ese2,1,2,55,24,31 to 34,19,0:31:39,aca,cstriatus,na,12,,gra.det,3,kate,0:31:49
ese2,1,2,55,24,31 to 34,20,0:32:02,aca,cstriatus,na,12,,gra.det,17,kate,0:32:10
ese2,1,2,55,24,37 to 40,21,0:37:14,aca,cstriatus,na,15,,gra.det,7,kate,0:37:24
ese2,1,2,55,24,37 to 40,22,0:38:20,aca,cstriatus,na,12,,gra.det,7,kate,0:38:29
ese2,1,2,55,24,37 to 40,23,0:38:43,aca,cstriatus,na,15,,gra.det,8,kate,0:38:53
ese2,1,3,55,24,0 to 3,24,0:06:00,aca,cstriatus,na,15,,gra.det,5,kate,0:12:00
ese2,1,3,55,24,0 to 3,25,0:21:00,aca,cstriatus,na,15,,gra.det,5,kate,0:29:00
ese2,1,3,55,24,0 to 3,26,0:32:00,aca,cstriatus,na,12,,gra.det,11,kate,0:39:00
ese2,1,3,55,24,0 to 3,27,0:01:15,aca,zscopas,na,10,,gra.det,12,kate,0:01:21
ese2,1,3,55,24,0 to 3,28,0:01:27,aca,zscopas,na,10,,gra.det,1,kate,0:01:30
ese2,1,3,55,24,0 to 3,29,0:01:35,aca,cstriatus,na,15,,gra.det,14,kate,0:01:48
ese2,1,3,55,24,6 to 9,30,0:06:48,aca,cstriatus,na,15,,gra.det,14,kate,0:07:09
ese2,1,3,55,24,6 to 9,31,0:07:23,aca,cstriatus,na,15,,gra.det,15,kate,0:07:39
ese2,2,2,93,24,5 to 8,1,0:06:30,aca,cstriatus,na,15,,gra.det,1,kate,0:06:32
ese2,2,2,93,24,11 to 14,2,0:11:53,aca,zscopas,na,12,,gra.det,2,kate,0:11:58
ese2,2,2,93,24,11 to 14,3,0:13:04,sig,scorallinus,na,20,,gra.det,23,kate,0:13:59
ese2,2,2,93,24,11 to 14,4,0:13:07,sig,scorallinus,na,20,,gra.det,22,kate,0:13:59
ese2,2,2,93,24,17 to 20,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese2,2,2,93,24,23 to 26,5,0:24:27,aca,cstriatus,na,15,,gra.det,10,kate,0:24:39
ese2,2,2,93,24,29 to 32,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese2,2,2,93,24,35 to 38,6,0:36:28,aca,cstriatus,na,15,,gra.det,6,kate,0:36:34
ese2,2,2,93,24,0 to 3,7,0:02:52,aca,cstriatus,na,15,,gra.det,10,kate,0:03:00
ese2,2,2,93,24,6 to 9,8,0:06:06,aca,cstriatus,na,15,,gra.det,11,kate,0:06:16
ese2,2,2,93,24,6 to 9,9,0:07:33,aca,cstriatus,na,15,,gra.det,9,kate,0:07:40
ese2,2,2,93,24,6 to 9,10,0:08:41,aca,cstriatus,na,15,,gra.det,13,kate,0:08:52
ese2,3,2,60,24,1 to 4,1,0:01:17,sca,sniger,tp,20,,scra.sma.exc,20,Sonia,not recorded
ese2,3,2,60,24,1 to 4,2,0:01:38,aca,cstriatus,na,12,,gra.det,11,Sonia,not recorded
ese2,3,2,60,24,1 to 4,3,0:02:48,aca,zscopas,na,11,,gra.det,54,Sonia,not recorded
ese2,3,2,60,24,1 to 4,4,0:02:58,aca,cstriatus,na,12,,gra.det,13,Sonia,not recorded
ese2,3,2,60,24,7 to 10,5,0:07:24,sca,spsittacus,ip,7,,scra.sma.exc,4,Sonia,not recorded
ese2,3,2,60,24,7 to 10,6,0:07:26,sca,spsittacus,ip,9,,scra.sma.exc,12,Sonia,not recorded
ese2,3,2,60,24,7 to 10,7,0:07:30,sig,scorallinus,na,17,,gra.det,3,Sonia,not recorded
ese2,3,2,60,24,7 to 10,8,0:07:48,sig,scorallinus,na,17,,gra.det,5,Sonia,not recorded
ese2,3,2,60,24,7 to 10,9,0:07:48,sig,scorallinus,na,17,,gra.det,2,Sonia,not recorded
ese2,3,2,60,24,7 to 10,10,0:07:54,aca,cstriatus,na,13,,gra.det,21,Sonia,not recorded
ese2,3,2,60,24,7 to 10,11,0:08:08,aca,cstriatus,na,12,,gra.det,5,Sonia,not recorded
ese2,3,2,60,24,7 to 10,12,0:08:08,aca,cstriatus,na,11,,gra.det,4,Sonia,not recorded
ese2,3,2,60,24,7 to 10,13,0:08:18,aca,cstriatus,na,10,,gra.det,16,Sonia,not recorded
ese2,3,2,60,24,7 to 10,14,0:08:22,sig,scorallinus,na,17,,gra.det,8,Sonia,not recorded
ese2,3,2,60,24,7 to 10,15,0:08:38,sig,spuellus,na,17,,gra.det,2,Sonia,not recorded
ese2,3,2,60,24,7 to 10,16,0:08:40,sig,scorallinus,na,17,,gra.det,3,Sonia,not recorded
ese2,3,2,60,24,7 to 10,17,0:08:53,aca,cstriatus,na,13,,gra.det,13,Sonia,not recorded
ese2,3,2,60,24,7 to 10,18,0:08:53,sig,scorallinus,na,17,,gra.det,5,Sonia,not recorded
ese2,3,2,60,24,7 to 10,19,0:09:30,sig,scorallinus,na,12,,gra.det,6,Sonia,not recorded
ese2,3,2,60,24,13 to 16,20,0:13:20,aca,cstriatus,na,10,,gra.det,13,Sonia,not recorded
ese2,3,2,60,24,19 to 22,21,0:19:00,aca,cstriatus,na,12,,gra.det,24,Sonia,not recorded
ese2,3,2,60,24,19 to 22,22,0:19:52,aca,cstriatus,na,12,,gra.det,38,Sonia,not recorded
ese2,3,2,60,24,19 to 22,23,0:21:36,aca,cstriatus,na,12,,gra.det,5,Sonia,not recorded
ese2,3,2,60,24,19 to 22,24,0:21:54,aca,nlituratus,na,17,,browser,2,Sonia,not recorded
ese2,3,2,60,24,25 to 28,25,0:25:00,aca,cstriatus,na,12,,gra.det,11,Sonia,not recorded
ese2,3,2,60,24,25 to 28,26,0:25:02,aca,cstriatus,na,10,,gra.det,5,Sonia,not recorded
ese2,3,2,60,24,25 to 28,27,0:25:00,sca,csordidus,ip,10,,scra.sma.exc,13,Sonia,not recorded
ese2,3,2,60,24,25 to 28,28,0:25:13,aca,zscopas,na,11,,gra.det,2,Sonia,not recorded
ese2,3,2,60,24,25 to 28,29,0:25:34,sca,csordidus,ip,12,,scra.sma.exc,40,Sonia,not recorded
ese2,3,2,60,24,25 to 28,30,0:25:35,aca,cstriatus,na,15,,gra.det,20,Sonia,not recorded
ese2,3,2,60,24,25 to 28,31,0:25:35,sca,csordidus,ip,12,,scra.sma.exc,11,Sonia,not recorded
ese2,3,2,60,24,25 to 28,32,0:25:39,aca,cstriatus,na,12,,gra.det,10,Sonia,not recorded
ese2,3,2,60,24,25 to 28,33,0:25:52,aca,cstriatus,na,8,,gra.det,6,Sonia,not recorded
ese2,3,2,60,24,25 to 28,34,0:26:16,sca,csordidus,ip,12,,scra.sma.exc,10,Sonia,not recorded
ese2,3,2,60,24,25 to 28,35,0:26:16,aca,cstriatus,na,15,,gra.det,7,Sonia,not recorded
ese2,3,2,60,24,25 to 28,36,0:26:19,aca,cstriatus,na,12,,gra.det,5,Sonia,not recorded
ese2,3,2,60,24,25 to 28,37,0:26:36,sca,csordidus,ip,12,,scra.sma.exc,6,Sonia,not recorded
ese2,3,2,60,24,25 to 28,38,0:36:37,sca,csordidus,ip,11,,scra.sma.exc,7,Sonia,not recorded
ese2,3,2,60,24,25 to 28,39,0:26:48,aca,zscopas,na,10,,gra.det,4,Sonia,not recorded
ese2,3,2,60,24,25 to 28,40,0:26:51,aca,cstriatus,na,11,,gra.det,7,Sonia,not recorded
ese2,3,2,60,24,25 to 28,41,0:27:19,sca,csordidus,ip,11,,scra.sma.exc,5,Sonia,not recorded
ese2,3,2,60,24,25 to 28,42,0:27:34,aca,cstriatus,na,12,,gra.det,7,Sonia,not recorded
ese2,3,2,60,24,25 to 28,43,0:27:39,sca,csordidus,ip,11,,scra.sma.exc,3,Sonia,not recorded
ese2,3,2,60,24,25 to 28,44,0:28:00,aca,cstriatus,na,15,,gra.det,1,Sonia,not recorded
ese2,3,2,60,24,31 to 34,45,0:31:12,aca,cstriatus,na,12,,gra.det,7,Sonia,not recorded
ese2,3,2,60,24,31 to 34,46,0:31:23,sca,csordidus,ip,12,,scra.sma.exc,8,Sonia,not recorded
ese2,3,2,60,24,31 to 34,47,0:31:38,sca,csordidus,ip,23,,scra.sma.exc,6,Sonia,not recorded
ese2,3,2,60,24,31 to 34,48,0:32:06,aca,cstriatus,na,12,,gra.det,15,Sonia,not recorded
ese2,3,2,60,24,31 to 34,49,0:32:47,sca,csordidus,ip,12,,scra.sma.exc,11,Sonia,not recorded
ese2,3,2,60,24,31 to 34,50,0:32:47,aca,nlituratus,na,17,,browser,8,Sonia,not recorded
ese2,3,2,60,24,31 to 34,51,0:33:48,aca,nlituratus,na,17,,browser,3,Sonia,not recorded
ese2,3,2,60,24,37 to 40,52,0:38:22,aca,cstriatus,na,11,,gra.det,7,Sonia,not recorded
ese2,3,2,60,24,37 to 40,53,0:38:46,aca,cstriatus,na,13,,gra.det,18,Sonia,not recorded
ese2,3,3,60,24,0 to 3,54,0:00:00,sca,csordidus,ip,12,,scra.sma.exc,22,Sonia,not recorded
ese2,3,3,60,24,0 to 3,55,0:00:00,aca,cstriatus,na,13,,gra.det,31,Sonia,not recorded
ese2,3,3,60,24,0 to 3,56,0:00:00,sca,csordidus,ip,11,,scra.sma.exc,6,Sonia,not recorded
ese2,3,3,60,24,0 to 3,57,0:00:00,aca,cstriatus,na,16,,gra.det,14,Sonia,not recorded
ese2,3,3,60,24,0 to 3,58,0:00:00,sig,scorallinus,na,17,,gra.det,5,Sonia,not recorded
ese2,3,3,60,24,0 to 3,59,0:10:00,sca,csordidus,ip,8,,scra.sma.exc,7,Sonia,not recorded
ese2,3,3,60,24,0 to 3,60,0:33:00,aca,zscopas,na,12,,gra.det,4,Sonia,not recorded
ese2,4,2,85,24,0 to 3,1,0:00:35,aca,cstriatus,na,15,,gra.det,2,kate,0:41:00
ese2,4,2,85,24,0 to 3,2,0:00:48,aca,cstriatus,na,12,,gra.det,7,kate,0:01:00
ese2,4,2,85,24,0 to 3,3,0:01:45,aca,cstriatus,na,12,,gra.det,9,kate,0:01:54
ese2,4,2,85,24,6 to 9,4,0:06:05,aca,cstriatus,na,15,,gra.det,1,kate,0:06:09
ese2,4,2,85,24,6 to 9,5,0:06:26,aca,cstriatus,na,15,,gra.det,3,kate,0:06:38
ese2,4,2,85,24,6 to 9,6,0:06:58,aca,cstriatus,na,15,,gra.det,29,kate,0:07:18
ese2,4,2,85,24,6 to 9,7,0:08:41,aca,cstriatus,na,15,,gra.det,16,kate,0:08:56
ese2,4,2,85,24,6 to 9,8,0:08:54,aca,cstriatus,na,12,,gra.det,4,kate,0:09:00
ese2,4,2,85,24,12 to 15,9,0:13:37,aca,cstriatus,na,12,,gra.det,25,kate,0:14:01
ese2,4,2,85,24,12 to 15,10,0:14:22,aca,cstriatus,na,15,,gra.det,5,kate,0:14:29
ese2,4,2,85,24,18 to 21,11,0:19:03,aca,cstriatus,na,10,,gra.det,16,kate,0:19:14
ese2,4,2,85,24,18 to 21,12,0:19:04,aca,cstriatus,na,15,,gra.det,18,kate,0:19:18
ese2,4,2,85,24,18 to 21,13,0:19:24,aca,cstriatus,na,15,,gra.det,9,kate,0:19:33
ese2,4,2,85,24,18 to 21,14,0:19:33,aca,cstriatus,na,15,,gra.det,3,kate,0:19:46
ese2,4,2,85,24,18 to 21,15,0:20:08,aca,cstriatus,na,15,,gra.det,8,kate,0:20:19
ese2,4,2,85,24,24 to 27,16,0:24:31,aca,cstriatus,na,15,,gra.det,9,kate,0:24:29
ese2,4,2,85,24,24 to 27,17,0:25:21,aca,cstriatus,na,15,,gra.det,7,kate,0:25:31
ese2,4,2,85,24,24 to 27,18,0:25:31,aca,cstriatus,na,15,,gra.det,11,kate,0:25:43
ese2,4,2,85,24,24 to 27,19,0:25:31,sca,csordidus,IP,15,,scra.sma.exc,13,kate,0:25:45
ese2,4,2,85,24,24 to 27,20,12:26:05,aca,cstriatus,na,12,,gra.det,21,kate,0:26:23
ese2,4,2,85,24,30 to 33,21,0:30:03,aca,cstriatus,na,15,,gra.det,20,kate,0:30:22
ese2,4,2,85,24,30 to 33,22,0:32:21,aca,zscopas,na,10,,gra.det,6,kate,0:32:29
ese2,4,2,85,24,30 to 33,23,0:32:32,aca,cstriatus,na,15,,gra.det,15,kate,0:32:47
ese2,4,2,85,24,36 to 39,24,0:37:23,aca,cstriatus,na,15,,gra.det,2,kate,0:37:30
ese2,4,2,85,24,36 to 39,25,0:38:28,aca,cstriatus,na,12,,gra.det,13,kate,0:38:35
ese2,4,3,85,24,0 to 3,26,0:00:05,aca,cstriatus,na,12,,gra.det,12,kate,0:17:00
ese2,4,3,85,24,0 to 3,27,0:01:28,aca,cstriatus,na,15,,gra.det,13,kate,0:01:44
ese2,4,3,85,24,0 to 3,28,0:01:42,aca,cstriatus,na,15,,gra.det,71,kate,0:02:33
ese2,5,1,81,24,29 to 32,1,0:30:04,aca,cstriatus,na,13,,gra.det,9,Rob,not recorded
ese2,5,1,81,24,35 to 38,2,0:35:06,aca,cstriatus,na,14,,gra.det,4,Rob,not recorded
ese2,5,1,81,24,35 to 38,3,0:36:39,aca,cstriatus,na,10,,gra.det,9,Rob,not recorded
ese2,5,2,81,24,0 to 3,4,0:09:00,aca,zscopas,na,8,,gra.det,2,Rob,not recorded
ese2,5,2,81,24,0 to 3,5,0:01:19,sca,sschlegeli,ip,10,,scra.sma.exc,1,Rob,not recorded
ese2,5,2,81,24,0 to 3,6,0:01:27,aca,cstriatus,na,10,,gra.det,2,Rob,not recorded
ese2,5,2,81,24,0 to 3,7,0:01:46,aca,cstriatus,na,13,,gra.det,9,Rob,not recorded
ese2,5,2,81,24,6 to 9,8,0:06:20,aca,cstriatus,na,11,,gra.det,6,Rob,not recorded
ese2,5,2,81,24,6 to 9,9,0:06:54,aca,anigricans,na,4,,gra.det,3,Rob,not recorded
ese2,5,2,81,24,12 to 15,10,0:12:24,aca,cstriatus,na,10,,gra.det,4,Rob,not recorded
ese2,5,2,81,24,12 to 15,11,0:12:54,aca,cstriatus,na,12,,gra.det,10,Rob,not recorded
ese2,5,2,81,24,12 to 15,12,0:13:34,aca,cstriatus,na,10,,gra.det,3,Rob,not recorded
ese2,5,2,81,24,18 to 21,13,0:18:38,aca,cstriatus,na,12,,gra.det,25,Rob,not recorded
ese2,5,2,81,24,18 to 21,14,0:19:12,aca,cstriatus,na,12,,gra.det,8,Rob,not recorded
ese2,5,2,81,24,18 to 21,15,0:19:56,aca,cstriatus,na,12,,gra.det,8,Rob,not recorded
ese2,5,2,81,24,18 to 21,16,0:20:34,aca,anigricans,na,8,,gra.det,14,Rob,not recorded
ese2,5,2,81,24,18 to 21,17,0:20:52,aca,cstriatus,na,10,,gra.det,1,Rob,not recorded
ese2,5,2,81,24,24 to 27,18,0:24:00,aca,cstriatus,na,11,,gra.det,1,Rob,not recorded
ese2,5,2,81,24,24 to 27,19,0:24:06,aca,cstriatus,na,12,,gra.det,9,Rob,not recorded
ese2,5,2,81,24,24 to 27,20,0:24:36,aca,cstriatus,na,11,,gra.det,19,Rob,not recorded
ese2,5,2,81,24,24 to 27,21,0:26:50,aca,cstriatus,na,7,,gra.det,4,Rob,not recorded
ese2,5,2,81,24,30 to 33,22,0:31:06,aca,cstriatus,na,11,,gra.det,4,Rob,not recorded
ese2,5,2,81,24,30 to 33,23,0:31:40,aca,cstriatus,na,11,,gra.det,1,Rob,not recorded
ese2,5,2,81,24,30 to 33,24,0:32:22,aca,cstriatus,na,11,,gra.det,2,Rob,not recorded
ese2,6,1,57,24,24 to 27,1,0:24:19,aca,cstriatus,na,13,,gra.det,10,Sonia,not recorded
ese2,6,1,57,24,24 to 27,2,0:24:38,aca,cstriatus,na,8,,gra.det,19,Sonia,not recorded
ese2,6,1,57,24,24 to 27,3,0:26:00,aca,cstriatus,na,14,,gra.det,29,Sonia,not recorded
ese2,6,1,57,24,24 to 27,4,0:26:10,aca,cstriatus,na,8,,gra.det,9,Sonia,not recorded
ese2,6,1,57,24,30 to 33,5,0:30:35,aca,cstriatus,na,10,,gra.det,14,Sonia,not recorded
ese2,6,1,57,24,30 to 33,6,0:31:06,aca,cstriatus,na,15,,gra.det,1,Sonia,not recorded
ese2,6,1,57,24,30 to 33,7,0:31:12,aca,cstriatus,na,13,,gra.det,8,Sonia,not recorded
ese2,6,1,57,24,30 to 33,8,0:31:21,aca,zscopas,na,8,,gra.det,20,Sonia,not recorded
ese2,6,1,57,24,30 to 33,9,0:31:47,sca,csordidus,ip,12,,scra.sma.exc,18,Sonia,not recorded
ese2,6,1,57,24,30 to 33,10,0:31:49,sca,csordidus,ip,11,,scra.sma.exc,7,Sonia,not recorded
ese2,6,1,57,24,30 to 33,11,0:32:00,aca,cstriatus,na,13,,gra.det,12,Sonia,not recorded
ese2,6,1,57,24,30 to 33,12,0:32:09,aca,cstriatus,na,12,,gra.det,10,Sonia,not recorded
ese2,6,1,57,24,30 to 33,13,0:32:10,sca,csordidus,ip,12,,scra.sma.exc,5,Sonia,not recorded
ese2,6,1,57,24,30 to 33,14,0:32:10,sca,csordidus,ip,12,,scra.sma.exc,6,Sonia,not recorded
ese2,6,1,57,24,30 to 33,15,0:32:19,aca,cstriatus,na,13,,gra.det,10,Sonia,not recorded
ese2,6,1,57,24,30 to 33,16,0:32:53,aca,cstriatus,na,11,,gra.det,5,Sonia,not recorded
ese2,6,1,57,24,36 to 39,17,0:36:55,aca,cstriatus,na,12,,gra.det,24,Sonia,not recorded
ese2,6,1,57,24,36 to 39,18,0:37:28,aca,cstriatus,na,12,,gra.det,2,Sonia,not recorded
ese2,6,1,57,24,36 to 39,19,0:38:16,aca,cstriatus,na,12,,gra.det,39,Sonia,not recorded
ese2,6,1,57,24,36 to 39,20,0:38:34,sca,csordidus,ip,11,,scra.sma.exc,11,Sonia,not recorded
ese2,6,1,57,24,36 to 39,21,0:38:16,aca,cstriatus,na,11,,gra.det,7,Sonia,not recorded
ese2,6,2,57,24,0 to 3,22,0:00:00,aca,cstriatus,na,11,,gra.det,6,Sonia,not recorded
ese2,6,2,57,24,0 to 3,23,0:00:11,sca,sniger,tp,15,,scra.sma.exc,9,Sonia,not recorded
ese2,6,2,57,24,0 to 3,24,0:00:21,aca,cstriatus,na,10,,gra.det,6,Sonia,not recorded
ese2,6,2,57,24,0 to 3,25,0:01:04,sca,sniger,tp,15,,scra.sma.exc,9,Sonia,not recorded
ese2,6,2,57,24,0 to 3,26,0:02:00,aca,cstriatus,na,10,,gra.det,8,Sonia,not recorded
ese2,6,2,57,24,0 to 3,27,0:02:03,sca,sniger,tp,15,,scra.sma.exc,10,Sonia,not recorded
ese2,6,2,57,24,0 to 3,28,0:02:38,aca,cstriatus,na,11,,gra.det,9,Sonia,not recorded
ese2,6,2,57,24,6 to 9,29,0:07:13,aca,cstriatus,na,12,,gra.det,4,Sonia,not recorded
ese2,6,2,57,24,6 to 9,30,0:07:20,aca,cstriatus,na,11,,gra.det,5,Sonia,not recorded
ese2,6,2,57,24,6 to 9,31,0:08:02,aca,cstriatus,na,12,,gra.det,15,Sonia,not recorded
ese2,6,2,57,24,6 to 9,32,0:08:33,aca,cstriatus,na,12,,gra.det,8,Sonia,not recorded
ese2,6,2,57,24,12 to 15,33,0:12:16,aca,cstriatus,na,12,,gra.det,7,Sonia,not recorded
ese2,6,2,57,24,12 to 15,34,0:12:26,aca,cstriatus,na,13,,gra.det,7,Sonia,not recorded
ese2,6,2,57,24,12 to 15,35,0:12:42,aca,cstriatus,na,13,,gra.det,21,Sonia,not recorded
ese2,6,2,57,24,12 to 15,36,0:13:20,aca,nlituratus,na,17,,browser,3,Sonia,not recorded
ese2,6,2,57,24,12 to 15,37,0:13:47,aca,cstriatus,na,11,,gra.det,1,Sonia,not recorded
ese2,6,2,57,24,18 to 21,38,0:18:27,aca,anigricans,na,8,,gra.det,50,Sonia,not recorded
ese2,6,2,57,24,18 to 21,39,0:18:34,aca,cstriatus,na,12,,gra.det,6,Sonia,not recorded
ese2,6,2,57,24,18 to 21,40,0:18:39,aca,cstriatus,na,10,,gra.det,10,Sonia,not recorded
ese2,6,2,57,24,18 to 21,41,0:19:08,aca,cstriatus,na,12,,gra.det,7,Sonia,not recorded
ese2,6,2,57,24,18 to 21,42,0:20:32,aca,cstriatus,na,12,,gra.det,10,Sonia,not recorded
ese2,6,2,57,24,18 to 21,43,0:20:51,aca,zscopas,na,8,,gra.det,8,Sonia,not recorded
ese2,6,2,57,24,18 to 21,44,0:20:58,aca,cstriatus,na,12,,gra.det,1,Sonia,not recorded
ese2,6,2,57,24,24 to 27,45,0:24:17,aca,cstriatus,na,13,,gra.det,16,Sonia,not recorded
ese2,6,2,57,24,24 to 27,46,0:24:39,aca,cstriatus,na,8,,gra.det,4,Sonia,not recorded
ese2,6,2,57,24,24 to 27,47,0:24:43,sca,sniger,tp,19,,scra.sma.exc,18,Sonia,not recorded
ese2,6,2,57,24,24 to 27,48,0:24:45,aca,cstriatus,na,10,,gra.det,8,Sonia,not recorded
ese2,6,2,57,24,24 to 27,49,0:25:35,aca,cstriatus,na,13,,gra.det,12,Sonia,not recorded
ese2,6,2,57,24,24 to 27,50,0:25:54,aca,cstriatus,na,12,,gra.det,2,Sonia,not recorded
ese2,6,2,57,24,24 to 27,51,0:26:11,aca,cstriatus,na,11,,gra.det,1,Sonia,not recorded
ese2,6,2,57,24,24 to 27,52,0:26:42,aca,cstriatus,na,13,,gra.det,7,Sonia,not recorded
ese2,6,2,57,24,24 to 27,53,0:26:51,aca,cstriatus,na,11,,gra.det,2,Sonia,not recorded
ese3,1,2,76,24,13 to 16,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,1,2,76,24,19 to 22,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,1,2,76,24,25 to 28,1,0:25:12,aca,cstriatus,na,15,,gra.det,7,kate,0:25:25
ese3,1,2,76,24,31 to 34,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,1,2,76,24,37 to 40,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,1,3,76,24,0 to 3,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,1,3,76,24,6 to 9,2,0:06:41,aca,cstriatus,na,15,,gra.det,31,kate,0:07:12
ese3,1,3,76,24,12 to 15,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,2,2,86,24,10 to 13,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,2,2,86,24,16 to 19,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,2,2,86,24,22 to 25,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,2,2,86,24,28 to 31,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,2,2,86,24,34 to 37,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,2,2,86,24,40 to 43,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,2,3,86,24,3 to 6,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,2,3,86,24,9 to 12,no fish,no fish,no fish,no fish,no fish,no fish,no fish,no fish,0,kate,0:00:00
ese3,3,2,54,24,1 to 4,1,0:01:53,aca,cstriatus,na,12,,gra.det,16,Sonia,not recorded
ese3,3,2,54,24,1 to 4,2,0:02:31,aca,cstriatus,na,12,,gra.det,9,Sonia,not recorded
ese3,3,2,54,24,1 to 4,3,0:03:26,aca,cstriatus,na,12,,gra.det,27,Sonia,not recorded
ese3,3,2,54,24,7 to 10,4,0:07:00,aca,nlituratus,na,24,,browser,22,Sonia,not recorded
ese3,3,2,54,24,7 to 10,5,0:07:00,aca,cstriatus,na,12,,gra.det,30,Sonia,not recorded
ese3,3,2,54,24,7 to 10,6,0:07:28,aca,cstriatus,na,12,,gra.det,1,Sonia,not recorded
ese3,3,2,54,24,7 to 10,7,0:09:20,aca,nlituratus,na,24,,browser,4,Sonia,not recorded
ese3,3,2,54,24,13 to 16,8,0:13:04,aca,cstriatus,na,12,,gra.det,3,Sonia,not recorded
ese3,3,2,54,24,13 to 16,9,0:13:05,sca,csordidus,tp,17,,scra.sma.exc,4,Sonia,not recorded
ese3,3,2,54,24,13 to 16,10,0:13:08,aca,cstriatus,na,15,,gra.det,34,Sonia,not recorded
ese3,3,2,54,24,13 to 16,11,0:13:19,sca,csordidus,ip,13,,scra.sma.exc,9,Sonia,not recorded
ese3,3,2,54,24,13 to 16,12,0:13:32,aca,zscopas,na,9,,gra.det,9,Sonia,not recorded
ese3,3,2,54,24,13 to 16,13,0:14:16,aca,cstriatus,na,12,,gra.det,4,Sonia,not recorded
ese3,3,2,54,24,13 to 16,14,0:15:50,aca,cstriatus,na,11,,gra.det,2,Sonia,not recorded
ese3,3,2,54,24,19 to 22,15,0:20:10,sca,csordidus,ip,12,,scra.sma.exc,4,Sonia,not recorded
ese3,3,2,54,24,19 to 22,16,0:25:16,aca,cstriatus,na,12,,gra.det,27,Sonia,not recorded
ese3,3,2,54,24,25 to 28,17,0:27:32,aca,cstriatus,na,12,,gra.det,12,Sonia,not recorded
ese3,3,2,54,24,31 to 34,18,0:32:43,sca,csordidus,tp,18,,scra.sma.exc,1,Sonia,not recorded
ese3,3,2,54,24,31 to 34,19,0:32:58,sca,csordidus,tp,18,,scra.sma.exc,2,Sonia,not recorded
