Date,Site,Observer,Temperature,Species,Size,Grp_Size,Mixed_Grp,Start_Time,End_Time,Time,minutes ,seconds ,minutes*60,add_to_ seconds ,total_divided_by_60 ,Total_Bites ,Bites_per_minute,Trial_Time,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,37,3,N,10:43:00,10:44:34,0:01:34,1,34,60,94,1.566666667,17,10.85106383,1.566666667,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,26,1,N,11:08:00,11:11:02,0:03:02,3,2,180,182,3.033333333,34,11.20879121,3.033333333,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,20,1,N,11:45:00,11:48:00,0:03:00,3,0,180,180,3,35,11.66666667,3,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,25,1,N,12:09:00,12:12:02,0:03:02,3,2,180,182,3.033333333,24,7.912087912,3.033333333,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,26,4,N,12:23:00,12:26:00,0:03:00,3,0,180,180,3,26,8.666666667,3,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,27,1,N,12:28:00,12:31:00,0:03:00,3,0,180,180,3,75,25,3,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,26,1,N,12:32:00,12:35:01,0:03:01,3,1,180,181,3.016666667,50,16.57458564,3.016666667,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,21,7,N,13:12:00,13:15:00,0:03:00,3,0,180,180,3,28,9.333333333,3,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,30,1,N,13:25:00,13:28:00,0:03:00,3,0,180,180,3,59,19.66666667,3,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,30,1,N,13:34:00,13:37:00,0:03:00,3,0,180,180,3,43,14.33333333,3,,
29/10/2016,Macs_Reef,Zoe,26,Naso_unicornis,32,1,N,13:43:00,13:46:00,0:03:00,3,0,180,180,3,58,19.33333333,3,,
29/10/2016,Macs_Reef,Lex,26,Siganus_doliatus,20,2,N,11:47:00,11:50:00,0:03:00,3,0,180,180,3,31,10.33333333,3,,
29/10/2016,Macs_Reef,Lex,26,Siganus_doliatus,22,2,N,12:06:00,12:09:00,0:03:00,3,0,180,180,3,16,5.333333333,3,,
29/10/2016,Macs_Reef,Lex,26,Siganus_doliatus,22,2,N,12:34:00,12:37:00,0:03:00,3,0,180,180,3,44,14.66666667,3,,
29/10/2016,Macs_Reef,Lex,26,Siganus_doliatus,20,2,N,12:38:00,12:41:00,0:03:00,3,0,180,180,3,18,6,3,,
29/10/2016,Macs_Reef,Lex,26,Siganus_doliatus,19,2,N,13:07:00,13:10:00,0:03:00,3,0,180,180,3,33,11,3,,
29/10/2016,Macs_Reef,Lex,26,Siganus_doliatus,18,2,N,13:15:00,13:18:00,0:03:00,3,0,180,180,3,38,12.66666667,3,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,24,1,N,11:56:50,12:00:00,0:03:10,3,10,180,190,3.166666667,38,12,3.166666667,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,23,2,N,12:12:40,12:15:40,0:03:00,3,0,180,180,3,23,7.666666667,3,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,25,2,N,12:16:55,12:19:00,0:02:05,2,5,120,125,2.083333333,10,4.8,2.083333333,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,24,2,N,12:20:30,12:23:30,0:03:00,3,0,180,180,3,42,14,3,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,23,2,N,12:41:20,12:43:50,0:02:30,2,30,120,150,2.5,39,15.6,2.5,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,20,2,N,12:50:00,12:54:00,0:04:00,4,0,240,240,4,52,13,4,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,21,2,N,12:57:30,13:00:30,0:03:00,3,0,180,180,3,45,15,3,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,25,2,N,13:05:30,13:07:30,0:02:00,2,0,120,120,2,36,18,2,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,20,2,N,13:08:30,13:11:00,0:02:30,2,30,120,150,2.5,33,13.2,2.5,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,23,4,N,10:43:30,10:46:30,0:03:00,3,0,180,180,3,9,3,3,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,20,2,N,10:47:15,10:49:15,0:02:00,2,0,120,120,2,26,13,2,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,24,2,N,10:57:35,11:00:35,0:03:00,3,0,180,180,3,32,10.66666667,3,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,18,2,N,13:16:00,13:19:00,0:03:00,3,0,180,180,3,45,15,3,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,22,2,N,13:20:15,13:22:15,0:02:00,2,0,120,120,2,28,14,2,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,18,1,N,13:35:00,13:36:00,0:01:00,1,0,60,60,1,15,15,1,,
29/10/2016,Macs_Reef,ECM,26,Siganus_doliatus,19,2,N,13:31:00,13:34:00,0:03:00,3,0,180,180,3,55,18.33333333,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,23,2,N,9:39:00,9:42:00,0:03:00,3,0,180,180,3,49,16.33333333,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,19,2,N,9:54:00,9:57:00,0:03:00,3,0,180,180,3,49,16.33333333,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,22,2,N,10:46:00,10:48:58,0:02:58,2,58,120,178,2.966666667,48,16.17977528,2.966666667,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,20,2,N,11:02:00,11:04:30,0:02:30,2,30,120,150,2.5,63,25.2,2.5,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,20,2,N,11:54:00,11:57:00,0:03:00,3,0,180,180,3,51,17,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,21,2,N,11:58:00,12:01:00,0:03:00,3,0,180,180,3,25,8.333333333,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,20,2,N,12:14:00,12:17:00,0:03:00,3,0,180,180,3,53,17.66666667,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,20,2,N,12:18:00,12:21:00,0:03:00,3,0,180,180,3,51,17,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,21,2,N,12:36:00,12:39:00,0:03:00,3,0,180,180,3,26,8.666666667,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,20,2,N,12:46:00,12:49:00,0:03:00,3,0,180,180,3,52,17.33333333,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,23,2,N,12:55:00,12:58:00,0:03:00,3,0,180,180,3,58,19.33333333,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,21,2,N,13:04:00,13:07:00,0:03:00,3,0,180,180,3,67,22.33333333,3,,
29/10/2016,Macs_Reef,Zoe,26,Siganus_doliatus,17,2,N,13:16:00,13:19:00,0:03:00,3,0,180,180,3,12,4,3,,
29/10/2016,Macs_Reef,ECM,26,Acanthurus_dussumieri,17,10,Y,10:38:20,10:40:20,0:02:00,2,0,120,120,2,59,29.5,2,,
29/10/2016,Macs_Reef,ECM,26,Acanthurus_dussumieri,25,50,Y,10:40:50,10:42:50,0:02:00,2,0,120,120,2,28,14,2,,
04/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,23,1,N,12:59:45,13:03:00,0:03:15,3,15,180,195,3.25,73,22.46153846,3.25,,
04/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,17,1,N,13:03:45,13:06:45,0:03:00,3,0,180,180,3,103,34.33333333,3,,
04/11/2016,Palfrey,ECM,27,Siganus_doliatus,22,2,N,12:39:28,12:42:50,0:03:22,3,22,180,202,3.366666667,43,12.77227723,3.366666667,,
04/11/2016,Palfrey,ECM,27,Siganus_doliatus,24,2,N,12:43:25,12:46:25,0:03:00,3,0,180,180,3,26,8.666666667,3,,
04/11/2016,Palfrey,ECM,27,Siganus_doliatus,21,2,N,12:49:45,12:52:50,0:03:05,3,5,180,185,3.083333333,75,24.32432432,3.083333333,,
04/11/2016,Palfrey,ECM,27,Siganus_doliatus,20,2,N,12:53:50,12:57:50,0:04:00,4,0,240,240,4,38,9.5,4,,
05/11/2016,Bird,ECM,28,Acanthurus_dussumieri,26,1,N,12:16:30,12:20:00,0:03:30,3,30,180,210,3.5,116,33.14285714,3.5,,
05/11/2016,Bird,ECM,28,Acanthurus_dussumieri,29,1,N,12:21:40,12:25:00,0:03:20,3,20,180,200,3.333333333,109,32.7,3.333333333,,
05/11/2016,Bird,ECM,28,Acanthurus_dussumieri,28,1,N,13:02:00,13:05:30,0:03:30,3,30,180,210,3.5,93,26.57142857,3.5,,
05/11/2016,Bird,ECM,28,Acanthurus_dussumieri,26,1,N,13:05:40,13:08:50,0:03:10,3,10,180,190,3.166666667,128,40.42105263,3.166666667,,
05/11/2016,Bird,Elena,28,Ctenochaetus_striatus,15,1,N,12:06:00,12:09:00,0:03:00,3,0,180,180,3,95,31.66666667,3,,
05/11/2016,Bird,ECM,28,Naso_unicornis,38,10,N,11:52:00,11:55:00,0:03:00,3,0,180,180,3,45,15,3,,
05/11/2016,Bird,ECM,28,Naso_unicornis,27,20,N,11:55:20,11:58:20,0:03:00,3,0,180,180,3,40,13.33333333,3,,
05/11/2016,Bird,ECM,28,Naso_unicornis,32,20,N,11:58:30,12:00:30,0:02:00,2,0,120,120,2,52,26,2,,
05/11/2016,Bird,ECM,28,Naso_unicornis,45,20,N,12:01:30,12:06:30,0:05:00,5,0,300,300,5,60,12,5,,
05/11/2016,Bird,ECM,28,Naso_unicornis,28,20,N,12:08:10,12:11:30,0:03:20,3,20,180,200,3.333333333,58,17.4,3.333333333,,
05/11/2016,Bird,ECM,28,Naso_unicornis,50,20,N,12:11:50,12:14:50,0:03:00,3,0,180,180,3,30,10,3,,
05/11/2016,Bird,ECM,28,Naso_unicornis,43,1,N,12:36:50,12:39:30,0:02:40,2,40,120,160,2.666666667,33,12.375,2.666666667,,
05/11/2016,Bird,ECM,28,Naso_unicornis,28,1,N,12:40:20,12:43:30,0:03:10,3,10,180,190,3.166666667,52,16.42105263,3.166666667,,
05/11/2016,Bird,ECM,28,Naso_unicornis,25,1,N,12:43:30,12:46:00,0:02:30,2,30,120,150,2.5,28,11.2,2.5,,
05/11/2016,Bird,ECM,28,Naso_unicornis,30,1,N,12:48:30,12:51:00,0:02:30,2,30,120,150,2.5,26,10.4,2.5,,
05/11/2016,Bird,ECM,28,Naso_unicornis,48,10,N,13:11:00,13:14:00,0:03:00,3,0,180,180,3,85,28.33333333,3,,
05/11/2016,Bird,ECM,28,Naso_unicornis,55,10,N,13:15:20,13:18:20,0:03:00,3,0,180,180,3,55,18.33333333,3,,
05/11/2016,Bird,ECM,28,Naso_unicornis,26,10,N,13:18:30,13:21:30,0:03:00,3,0,180,180,3,50,16.66666667,3,,
05/11/2016,Bird,Elena,28,Naso_unicornis,37,4,N,12:56:00,12:59:00,0:03:00,3,0,180,180,3,54,18,3,,
05/11/2016,Bird,Elena,28,Naso_unicornis,35,4,N,13:03:00,13:06:00,0:03:00,3,0,180,180,3,51,17,3,,
05/11/2016,Bird,Zoe,28,Naso_unicornis,40,3,N,11:58:00,12:01:09,0:03:09,3,9,180,189,3.15,23,7.301587302,3.15,,
05/11/2016,Bird,Zoe,28,Naso_unicornis,45,3,N,12:01:00,12:04:00,0:03:00,3,0,180,180,3,26,8.666666667,3,,
05/11/2016,Bird,Zoe,28,Naso_unicornis,47,3,N,12:05:00,12:08:00,0:03:00,3,0,180,180,3,6,2,3,,
05/11/2016,Bird,Zoe,28,Naso_unicornis,32,1,N,12:13:00,12:14:30,0:01:30,1,30,60,90,1.5,17,11.33333333,1.5,,
05/11/2016,Bird,Zoe,28,Naso_unicornis,34,6,N,12:15:00,12:18:02,0:03:02,3,2,180,182,3.033333333,9,2.967032967,3.033333333,,
05/11/2016,Bird,Zoe,28,Naso_unicornis,30,8,N,12:19:00,12:22:00,0:03:00,3,0,180,180,3,43,14.33333333,3,,
05/11/2016,Bird,Zoe,28,Naso_unicornis,45,8,N,12:23:00,12:26:00,0:03:00,3,0,180,180,3,35,11.66666667,3,,
05/11/2016,Bird,ECM,28,Siganus_doliatus,25,1,N,12:28:00,12:31:00,0:03:00,3,0,180,180,3,37,12.33333333,3,,
05/11/2016,Bird,ECM,28,Siganus_doliatus,23,1,N,12:31:10,12:34:30,0:03:20,3,20,180,200,3.333333333,20,6,3.333333333,,
05/11/2016,Bird,ECM,28,Siganus_doliatus,25,2,N,12:53:20,12:56:40,0:03:20,3,20,180,200,3.333333333,115,34.5,3.333333333,,
05/11/2016,Bird,ECM,28,Siganus_doliatus,24,2,N,12:58:30,13:01:45,0:03:15,3,15,180,195,3.25,35,10.76923077,3.25,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,23,2,N,13:15:00,13:18:00,0:03:00,3,0,180,180,3,31,10.33333333,3,,
05/11/2016,Bird,Zoe,28,Acanthurus_dussumieri,18,10,Y,11:55:00,11:58:00,0:03:00,3,0,180,180,3,21,7,3,,
05/11/2016,Bird,Elena,28,Ctenochaetus_striatus,22,3,Y,13:32:00,13:35:00,0:03:00,3,0,180,180,3,54,18,3,,
05/11/2016,Bird,Elena,28,Naso_unicornis,45,6,Y,12:19:00,12:22:00,0:03:00,3,0,180,180,3,6,2,3,,
05/11/2016,Bird,Elena,28,Naso_unicornis,40,4,Y,12:23:00,12:26:00,0:03:00,3,0,180,180,3,16,5.333333333,3,,
05/11/2016,Bird,Elena,28,Naso_unicornis,40,3,Y,12:28:00,12:31:00,0:03:00,3,0,180,180,3,27,9,3,,
05/11/2016,Bird,Elena,28,Naso_unicornis,41,9,Y,12:59:00,13:02:00,0:03:00,3,0,180,180,3,23,7.666666667,3,,
05/11/2016,Bird,Elena,28,Naso_unicornis,30,6,Y,13:07:00,13:10:00,0:03:00,3,0,180,180,3,43,14.33333333,3,,
05/11/2016,Bird,Elena,28,Naso_unicornis,32,6,Y,13:24:00,13:27:00,0:03:00,3,0,180,180,3,15,5,3,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,20,2,Y,11:56:00,11:59:00,0:03:00,3,0,180,180,3,12,4,3,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,16,3,Y,12:00:00,12:03:00,0:03:00,3,0,180,180,3,4,1.333333333,3,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,25,3,Y,12:12:00,12:14:00,0:02:00,2,0,120,120,2,69,34.5,2,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,26,3,Y,12:15:00,12:17:00,0:02:00,2,0,120,120,2,5,2.5,2,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,20,3,Y,12:33:00,12:36:00,0:03:00,3,0,180,180,3,11,3.666666667,3,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,24,3,Y,12:46:00,12:49:00,0:03:00,3,0,180,180,3,13,4.333333333,3,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,21,3,Y,12:50:00,12:53:00,0:03:00,3,0,180,180,3,26,8.666666667,3,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,26,3,Y,13:11:00,13:14:00,0:03:00,3,0,180,180,3,17,5.666666667,3,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,25,6,Y,13:20:00,13:23:00,0:03:00,3,0,180,180,3,6,2,3,,
05/11/2016,Bird,Elena,28,Siganus_doliatus,23,4,Y,13:28:00,13:31:00,0:03:00,3,0,180,180,3,26,8.666666667,3,,
09/11/2016,Palfrey,Lex,27,Acanthurus_dussumieri,28,3,N,12:30:00,12:33:00,0:03:00,3,0,180,180,3,48,16,3,,
09/11/2016,Palfrey,Lex,28,Acanthurus_dussumieri,27,1,N,12:34:00,12:37:00,0:03:00,3,0,180,180,3,64,21.33333333,3,,
09/11/2016,Palfrey,Lex,27,Acanthurus_dussumieri,30,2,N,13:44:00,13:44:51,0:00:51,0,51,0,51,0.85,32,37.64705882,0.85,,
09/11/2016,Palfrey,ECM,28,Acanthurus_dussumieri,26,1,N,10:07:40,10:10:40,0:03:00,3,0,180,180,3,169,56.33333333,3,,
09/11/2016,Palfrey,Lex,27,Ctenochaetus_striatus,25,1,N,10:14:00,10:17:00,0:03:00,3,0,180,180,3,30,10,3,,
09/11/2016,Palfrey,Lex,27,Ctenochaetus_striatus,25,1,N,10:34:00,10:37:00,0:03:00,3,0,180,180,3,67,22.33333333,3,,
09/11/2016,Palfrey,Lex,27,Ctenochaetus_striatus,25,1,N,12:55:00,12:58:00,0:03:00,3,0,180,180,3,79,26.33333333,3,,
09/11/2016,Palfrey,Lex,27,Ctenochaetus_striatus,20,1,N,13:23:00,13:24:14,0:01:14,1,14,60,74,1.233333333,23,18.64864865,1.233333333,,
09/11/2016,Palfrey,Lex,27,Ctenochaetus_striatus,20,1,N,13:28:00,13:29:13,0:01:13,1,13,60,73,1.216666667,13,10.68493151,1.216666667,,
09/11/2016,Palfrey,Lex,27,Ctenochaetus_striatus,25,1,N,13:53:00,13:56:00,0:03:00,3,0,180,180,3,59,19.66666667,3,,
09/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,23,1,N,9:57:30,10:00:30,0:03:00,3,0,180,180,3,36,12,3,,
09/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,25,1,N,10:11:10,10:14:10,0:03:00,3,0,180,180,3,81,27,3,,
09/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,21,1,N,12:52:40,12:56:00,0:03:20,3,20,180,200,3.333333333,123,36.9,3.333333333,,
09/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,24,1,N,13:46:00,13:49:00,0:03:00,3,0,180,180,3,38,12.66666667,3,,
09/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,19,1,N,13:32:30,13:35:30,0:03:00,3,0,180,180,3,50,16.66666667,3,,
09/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,20,1,N,13:39:00,13:42:00,0:03:00,3,0,180,180,3,57,19,3,,
09/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,17,1,N,13:52:00,13:55:00,0:03:00,3,0,180,180,3,37,12.33333333,3,,
09/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,24,1,N,14:06:00,14:09:15,0:03:15,3,15,180,195,3.25,84,25.84615385,3.25,,
09/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,17,1,N,14:09:52,14:13:00,0:03:08,3,8,180,188,3.133333333,95,30.31914894,3.133333333,,
09/11/2016,Palfrey,ECM,27,Ctenochaetus_striatus,24,1,N,13:59:45,14:03:00,0:03:15,3,15,180,195,3.25,74,22.76923077,3.25,,
09/11/2016,Palfrey,Lex,27,Naso_unicornis,40,5,N,10:18:00,10:21:00,0:03:00,3,0,180,180,3,9,3,3,,
09/11/2016,Palfrey,Lex,27,Naso_unicornis,45,5,N,10:22:00,10:25:00,0:03:00,3,0,180,180,3,33,11,3,,
09/11/2016,Palfrey,Lex,27,Naso_unicornis,25,2,N,10:26:00,10:29:00,0:03:00,3,0,180,180,3,39,13,3,,
09/11/2016,Palfrey,Lex,27,Naso_unicornis,24,3,N,10:29:00,10:32:00,0:03:00,3,0,180,180,3,40,13.33333333,3,,
09/11/2016,Palfrey,Lex,27,Naso_unicornis,30,2,N,13:12:00,13:15:00,0:03:00,3,0,180,180,3,6,2,3,,
09/11/2016,Palfrey,Lex,27,Naso_unicornis,30,1,N,13:36:00,13:39:00,0:03:00,3,0,180,180,3,5,1.666666667,3,,
09/11/2016,Palfrey,Lex,27,Naso_unicornis,43,1,N,14:00:00,14:03:00,0:03:00,3,0,180,180,3,50,16.66666667,3,,
09/11/2016,Palfrey,ECM,28,Naso_unicornis,27,1,N,9:54:00,9:57:00,0:03:00,3,0,180,180,3,21,7,3,,
09/11/2016,Palfrey,ECM,28,Naso_unicornis,32,1,N,10:03:40,10:06:40,0:03:00,3,0,180,180,3,19,6.333333333,3,,
09/11/2016,Palfrey,ECM,28,Naso_unicornis,37,8,N,10:27:50,10:30:50,0:03:00,3,0,180,180,3,37,12.33333333,3,,
09/11/2016,Palfrey,ECM,28,Naso_unicornis,33,5,N,12:30:50,12:34:00,0:03:10,3,10,180,190,3.166666667,3,0.947368421,3.166666667,,
09/11/2016,Palfrey,ECM,28,Naso_unicornis,25,1,N,12:42:50,12:45:40,0:02:50,2,50,120,170,2.833333333,69,24.35294118,2.833333333,,
09/11/2016,Palfrey,ECM,28,Naso_unicornis,29,5,N,13:28:40,13:30:10,0:01:30,1,30,60,90,1.5,23,15.33333333,1.5,,
09/11/2016,Palfrey,Lex,27,Siganus_doliatus,25,2,N,10:01:00,10:04:00,0:03:00,3,0,180,180,3,38,12.66666667,3,,
09/11/2016,Palfrey,Lex,27,Siganus_doliatus,24,2,N,10:05:00,10:08:00,0:03:00,3,0,180,180,3,47,15.66666667,3,,
09/11/2016,Palfrey,Lex,28,Siganus_doliatus,22,2,N,12:39:00,12:42:00,0:03:00,3,0,180,180,3,17,5.666666667,3,,
09/11/2016,Palfrey,Lex,28,Siganus_doliatus,21,2,N,12:43:00,12:46:00,0:03:00,3,0,180,180,3,52,17.33333333,3,,
09/11/2016,Palfrey,Lex,27,Siganus_doliatus,22,2,N,12:51:00,12:54:00,0:03:00,3,0,180,180,3,12,4,3,,
09/11/2016,Palfrey,Lex,27,Siganus_doliatus,23,2,N,13:18:00,13:20:10,0:02:10,2,10,120,130,2.166666667,6,2.769230769,2.166666667,,
09/11/2016,Palfrey,Lex,27,Siganus_doliatus,24,2,N,13:47:00,13:48:17,0:01:17,1,17,60,77,1.283333333,14,10.90909091,1.283333333,,
09/11/2016,Palfrey,Lex,27,Siganus_doliatus,20,2,N,14:05:00,14:08:00,0:03:00,3,0,180,180,3,72,24,3,,
09/11/2016,Palfrey,Lex,27,Siganus_doliatus,26,2,N,14:10:00,14:13:00,0:03:00,3,0,180,180,3,47,15.66666667,3,,
09/11/2016,Palfrey,Lex,27,Siganus_doliatus,25,2,N,14:16:00,14:19:00,0:03:00,3,0,180,180,3,11,3.666666667,3,,
09/11/2016,Palfrey,ECM,27,Siganus_doliatus,21,2,N,10:15:50,10:19:10,0:03:20,3,20,180,200,3.333333333,95,28.5,3.333333333,,
09/11/2016,Palfrey,ECM,27,Siganus_doliatus,23,2,N,10:20:15,10:23:50,0:03:35,3,35,180,215,3.583333333,80,22.3255814,3.583333333,,
09/11/2016,Palfrey,ECM,27,Siganus_doliatus,19,2,N,12:35:00,12:38:30,0:03:30,3,30,180,210,3.5,128,36.57142857,3.5,,
09/11/2016,Palfrey,ECM,27,Siganus_doliatus,19,2,N,12:38:40,12:41:40,0:03:00,3,0,180,180,3,71,23.66666667,3,,
09/11/2016,Palfrey,ECM,27,Siganus_doliatus,25,2,N,12:58:45,13:03:00,0:04:15,4,15,240,255,4.25,111,26.11764706,4.25,,
09/11/2016,Palfrey,ECM,27,Siganus_doliatus,21,2,N,13:03:40,13:07:10,0:03:30,3,30,180,210,3.5,72,20.57142857,3.5,,
09/11/2016,Palfrey,ECM,27,Siganus_doliatus,24,2,N,13:08:00,13:11:00,0:03:00,3,0,180,180,3,27,9,3,,
09/11/2016,Palfrey,ECM,27,Siganus_doliatus,25,2,N,13:17:30,13:20:30,0:03:00,3,0,180,180,3,4,1.333333333,3,,
09/11/2016,Palfrey,Lex,27,Acanthurus_dussumieri,35,8,Y,13:43:00,13:44:00,0:01:00,1,0,60,60,1,91,91,1,,
12/11/2016,Bird,Lex,28,Acanthurus_dussumieri,26,1,N,13:10:00,13:13:00,0:03:00,3,0,180,180,3,66,22,3,,
12/11/2016,Bird,Lex,28,Acanthurus_dussumieri,40,3,N,13:27:00,13:30:00,0:03:00,3,0,180,180,3,109,36.33333333,3,,
12/11/2016,Bird,ECM,28,Acanthurus_dussumieri,32,1,N,13:19:00,13:22:00,0:03:00,3,0,180,180,3,44,14.66666667,3,,
12/11/2016,Bird,ECM,28,Acanthurus_dussumieri,26,1,N,12:57:00,13:00:00,0:03:00,3,0,180,180,3,93,31,3,,
12/11/2016,Bird,ECM,28,Acanthurus_dussumieri,26,1,N,13:09:00,13:12:00,0:03:00,3,0,180,180,3,81,27,3,,
12/11/2016,Bird,ECM,28,Acanthurus_dussumieri,25,1,N,13:13:00,13:16:00,0:03:00,3,0,180,180,3,152,50.66666667,3,,
12/11/2016,Bird,ECM,28,Acanthurus_dussumieri,26,1,N,13:34:00,13:37:00,0:03:00,3,0,180,180,3,58,19.33333333,3,,
12/11/2016,Bird,ECM,28,Acanthurus_dussumieri,27,1,N,13:44:00,13:47:00,0:03:00,3,0,180,180,3,23,7.666666667,3,,
12/11/2016,Bird,Zoe,28,Acanthurus_dussumieri,22,1,N,13:26:00,13:29:00,0:03:00,3,0,180,180,3,122,40.66666667,3,,
12/11/2016,Bird,Zoe,28,Acanthurus_dussumieri,24,1,N,13:59:00,14:02:00,0:03:00,3,0,180,180,3,138,46,3,,
12/11/2016,Bird,Lex,28,Ctenochaetus_striatus,25,1,N,13:15:00,13:18:00,0:03:00,3,0,180,180,3,64,21.33333333,3,,
12/11/2016,Bird,Lex,28,Ctenochaetus_striatus,25,1,N,13:19:00,13:22:00,0:03:00,3,0,180,180,3,82,27.33333333,3,,
12/11/2016,Bird,Lex,28,Ctenochaetus_striatus,23,1,N,13:23:00,13:26:00,0:03:00,3,0,180,180,3,111,37,3,,
12/11/2016,Bird,Lex,28,Ctenochaetus_striatus,23,1,N,13:40:00,13:43:00,0:03:00,3,0,180,180,3,68,22.66666667,3,,
12/11/2016,Bird,Lex,28,Ctenochaetus_striatus,24,1,N,13:50:00,13:53:00,0:03:00,3,0,180,180,3,99,33,3,,
12/11/2016,Bird,Lex,28,Ctenochaetus_striatus,22,1,N,14:02:00,14:05:00,0:03:00,3,0,180,180,3,61,20.33333333,3,,
12/11/2016,Bird,Lex,28,Ctenochaetus_striatus,25,1,N,14:19:00,14:22:00,0:03:00,3,0,180,180,3,57,19,3,,
12/11/2016,Bird,ECM,28,Ctenochaetus_striatus,20,1,N,11:42:00,11:45:00,0:03:00,3,0,180,180,3,93,31,3,,
12/11/2016,Bird,ECM,28,Ctenochaetus_striatus,21,1,N,11:45:30,11:48:30,0:03:00,3,0,180,180,3,69,23,3,,
12/11/2016,Bird,ECM,28,Ctenochaetus_striatus,15,1,N,11:54:00,11:56:30,0:02:30,2,30,120,150,2.5,31,12.4,2.5,,
12/11/2016,Bird,ECM,28,Ctenochaetus_striatus,20,1,N,12:03:00,12:06:00,0:03:00,3,0,180,180,3,82,27.33333333,3,,
12/11/2016,Bird,ECM,28,Ctenochaetus_striatus,25,1,N,12:52:00,12:55:00,0:03:00,3,0,180,180,3,108,36,3,,
12/11/2016,Bird,ECM,28,Ctenochaetus_striatus,24,1,N,13:02:00,13:05:00,0:03:00,3,0,180,180,3,41,13.66666667,3,,
12/11/2016,Bird,ECM,28,Ctenochaetus_striatus,19,1,N,13:05:00,13:08:00,0:03:00,3,0,180,180,3,57,19,3,,
12/11/2016,Bird,ECM,28,Ctenochaetus_striatus,22,1,N,13:22:00,13:25:00,0:03:00,3,0,180,180,3,75,25,3,,
12/11/2016,Bird,ECM,28,Ctenochaetus_striatus,20,1,N,13:28:00,13:31:20,0:03:20,3,20,180,200,3.333333333,86,25.8,3.333333333,,
12/11/2016,Bird,ECM,28,Ctenochaetus_striatus,15,1,N,13:37:20,13:40:20,0:03:00,3,0,180,180,3,85,28.33333333,3,,
