Region,Reef,Species,Phase,TL,Bites,min,sec,time,TL,bite rate
GBR,Lizard,S. frenatus,IP,23,95,4,21,00:04:21,23,21.83908046
GBR,Lizard,S. frenatus,IP,23,71,3,7,00:03:07,23,22.78074866
GBR,Lizard,S. frenatus,IP,23,131,4,13,00:04:13,23,31.06719368
GBR,Lizard,S. frenatus,IP,24,93,3,45,00:03:45,24,24.8
GBR,Lizard,S. frenatus,IP,24,158,4,7,00:04:07,24,38.3805668
GBR,Lizard,S. frenatus,IP,25,108,4,41,00:04:41,25,23.06049822
GBR,Lizard,S. frenatus,TP,25,88,4,36,00:04:36,25,19.13043478
GBR,Lizard,S. frenatus,IP,25,62,3,6,00:03:06,25,20
GBR,Lizard,S. frenatus,IP,25,112,5,14,00:05:14,25,21.40127389
GBR,Lizard,S. frenatus,IP,25,106,3,54,00:03:54,25,27.17948718
GBR,Lizard,S. frenatus,IP,25,94,3,25,00:03:25,25,27.51219512
GBR,Lizard,S. frenatus,TP,25,84,3,58,00:03:58,25,21.17647059
GBR,Lizard,S. frenatus,TP,25,119,3,43,00:03:43,25,32.01793722
GBR,Lizard,S. frenatus,IP,26,82,4,5,00:04:05,26,20.08163265
GBR,Lizard,S. frenatus,IP,26,76,3,44,00:03:44,26,20.35714286
GBR,Lizard,S. frenatus,TP,26,73,3,22,00:03:22,26,21.68316832
GBR,Lizard,S. frenatus,IP,26,74,3,52,00:03:52,26,19.13793103
GBR,Lizard,S. frenatus,IP,26,82,4,11,00:04:11,26,19.60159363
GBR,Lizard,S. frenatus,IP,26,89,3,15,00:03:15,26,27.38461538
GBR,Lizard,S. frenatus,IP,26,106,3,20,00:03:20,26,31.8
GBR,Lizard,S. frenatus,IP,26,87,3,44,00:03:44,26,23.30357143
GBR,Lizard,S. frenatus,TP,26,137,4,20,00:04:20,26,31.61538462
GBR,Lizard,S. frenatus,TP,27,69,3,2,00:03:02,27,22.74725275
GBR,Lizard,S. frenatus,IP,27,110,4,8,00:04:08,27,26.61290323
GBR,Lizard,S. frenatus,TP,27,58,3,49,00:03:49,27,15.19650655
GBR,Lizard,S. frenatus,IP,27,85,3,21,00:03:21,27,25.37313433
GBR,Lizard,S. frenatus,IP,27,97,3,50,00:03:50,27,25.30434783
GBR,Lizard,S. frenatus,IP,27,128,4,42,00:04:42,27,27.23404255
GBR,Lizard,S. frenatus,IP,28,92,4,17,00:04:17,28,21.47859922
GBR,Lizard,S. frenatus,IP,28,122,4,48,00:04:48,28,25.41666667
GBR,Lizard,S. frenatus,IP,28,102,5,10,00:05:10,28,19.74193548
GBR,Lizard,S. frenatus,TP,29,75,3,57,00:03:57,29,18.98734177
GBR,Lizard,S. frenatus,TP,29,54,3,4,00:03:04,29,17.60869565
GBR,Lizard,S. frenatus,TP,29,111,4,41,00:04:41,29,23.70106762
GBR,Lizard,S. frenatus,TP,29,103,3,48,00:03:48,29,27.10526316
GBR,Lizard,S. frenatus,TP,30,58,3,21,00:03:21,30,17.31343284
GBR,Lizard,S. frenatus,TP,31,66,3,36,00:03:36,31,18.33333333
GBR,Lizard,S. frenatus,TP,31,69,4,2,00:04:02,31,17.10743802
GBR,Lizard,S. frenatus,TP,32,117,4,27,00:04:27,32,26.29213483
GBR,Lizard,S. frenatus,TP,32,64,3,26,00:03:26,32,18.6407767
GBR,Lizard,S. frenatus,TP,32,72,3,56,00:03:56,32,18.30508475
GBR,Lizard,S. frenatus,TP,33,71,4,4,00:04:04,33,17.45901639
GBR,Lizard,S. frenatus,TP,33,93,3,41,00:03:41,33,25.24886878
GBR,Lizard,S. frenatus,TP,33,80,3,51,00:03:51,33,20.77922078
GBR,Lizard,S. frenatus,TP,34,109,4,16,00:04:16,34,25.546875
GBR,Lizard,S. frenatus,TP,32,44,3,12,00:03:12,32,13.75
GBR,Lizard,S. frenatus,TP,34,61,3,7,00:03:07,34,19.57219251
GBR,Lizard,S. frenatus,TP,37,117,3,1,00:03:01,37,38.78453039
GBR,Lizard,S. ghobban,IP,32,27,3,9,00:03:09,32,8.571428571
GBR,Lizard,S. ghobban,IP,34,24,3,8,00:03:08,34,7.659574468
GBR,Lizard,S. ghobban,IP,19,49,3,9,00:03:09,19,15.55555556
GBR,Lizard,S. ghobban,IP,27,38,3,1,00:03:01,27,12.59668508
GBR,Lizard,S. ghobban,IP,28,44,3,0,00:03:00,28,14.66666667
GBR,Lizard,S. ghobban,IP,32,29,3,1,00:03:01,32,9.613259669
GBR,Lizard,S. globiceps,TP,20,91,3,3,00:03:03,20,29.83606557
GBR,Lizard,S. globiceps,TP,20,136,3,1,00:03:01,20,45.08287293
GBR,Lizard,S. globiceps,TP,23,138,3,14,00:03:14,23,42.68041237
GBR,Lizard,S. globiceps,TP,20,127,3,11,00:03:11,20,39.89528796
GBR,Lizard,S. globiceps,TP,24,89,3,0,00:03:00,24,29.66666667
GBR,Lizard,S. globiceps,TP,20,196,3,0,00:03:00,20,65.33333333
GBR,Lizard,S. globiceps,TP,22,143,3,0,00:03:00,22,47.66666667
GBR,Lizard,S. globiceps,IP,18,157,3,9,00:03:09,18,49.84126984
GBR,Lizard,S. globiceps,IP,12,258,3,1,00:03:01,12,85.52486188
GBR,Lizard,S. globiceps,TP,24,173,3,23,00:03:23,24,51.13300493
GBR,Lizard,S. globiceps,TP,24,119,3,0,00:03:00,24,39.66666667
GBR,Lizard,S. globiceps,TP,21,155,3,3,00:03:03,21,50.81967213
GBR,Lizard,S. globiceps,IP,15,200,3,3,00:03:03,15,65.57377049
GBR,Lizard,S. globiceps,TP,19,146,3,3,00:03:03,19,47.86885246
GBR,Lizard,S. globiceps,IP,13,163,3,0,00:03:00,13,54.33333333
GBR,Lizard,S. globiceps,TP,20,128,3,5,00:03:05,20,41.51351351
GBR,Lizard,S. globiceps,TP,20,126,3,0,00:03:00,20,42
GBR,Lizard,S. globiceps,TP,23,137,3,1,00:03:01,23,45.41436464
GBR,Lizard,S. globiceps,IP,18,208,3,1,00:03:01,18,68.95027624
GBR,Lizard,S. globiceps,IP,19,191,3,6,00:03:06,19,61.61290323
GBR,Lizard,S. globiceps,TP,19,154,3,7,00:03:07,19,49.41176471
GBR,Lizard,S. globiceps,TP,25,153,3,6,00:03:06,25,49.35483871
GBR,Lizard,S. globiceps,IP,16,145,3,0,00:03:00,16,48.33333333
GBR,Lizard,S. globiceps,TP,22,137,3,2,00:03:02,22,45.16483516
GBR,Lizard,S. globiceps,TP,20,113,3,0,00:03:00,20,37.66666667
GBR,Lizard,S. globiceps,TP,19,154,3,1,00:03:01,19,51.04972376
GBR,Lizard,S. globiceps,IP,16,223,3,2,00:03:02,16,73.51648352
GBR,Lizard,S. globiceps,TP,20,157,3,4,00:03:04,20,51.19565217
GBR,Lizard,S. globiceps,TP,22,141,3,1,00:03:01,22,46.74033149
GBR,Lizard,S. globiceps,TP,18,185,3,4,00:03:04,18,60.32608696
GBR,Lizard,S. globiceps,IP,9,171,3,2,00:03:02,9,56.37362637
GBR,Lizard,S. niger,IP,19,91,3,6,00:03:06,19,29.35483871
GBR,Lizard,S. niger,IP,15,116,3,2,00:03:02,15,38.24175824
GBR,Lizard,S. niger,TP,26,126,4,43,00:04:43,26,26.71378092
GBR,Lizard,S. niger,IP,22,66,3,0,00:03:00,22,22
GBR,Lizard,S. niger,TP,30,80,3,18,00:03:18,30,24.24242424
GBR,Lizard,S. niger,TP,22,101,3,16,00:03:16,22,30.91836735
GBR,Lizard,S. niger,IP,15,121,3,5,00:03:05,15,39.24324324
GBR,Lizard,S. niger,IP,13,51,3,4,00:03:04,13,16.63043478
GBR,Lizard,S. niger,TP,30,29,2,9,00:02:09,30,13.48837209
GBR,Lizard,S. niger,IP,25,43,2,31,00:02:31,25,17.08609272
GBR,Lizard,S. niger,IP,17,99,3,17,00:03:17,17,30.15228426
GBR,Lizard,S. niger,TP,32,49,3,36,00:03:36,32,13.61111111
GBR,Lizard,S. niger,IP,19,103,3,5,00:03:05,19,33.40540541
GBR,Lizard,S. niger,TP,30,70,3,2,00:03:02,30,23.07692308
GBR,Lizard,S. niger,TP,25,94,3,23,00:03:23,25,27.78325123
GBR,Lizard,S. niger,TP,28,51,3,32,00:03:32,28,14.43396226
GBR,Lizard,S. niger,TP,30,76,3,5,00:03:05,30,24.64864865
GBR,Lizard,S. niger,TP,23,84,3,16,00:03:16,23,25.71428571
GBR,Lizard,S. niger,TP,28,36,3,9,00:03:09,28,11.42857143
GBR,Lizard,S. niger,TP,25,23,3,0,00:03:00,25,7.666666667
GBR,Lizard,S. niger,TP,25,28,3,0,00:03:00,25,9.333333333
GBR,Lizard,S. niger,IP,15,37,3,0,00:03:00,15,12.33333333
GBR,Lizard,S. niger,IP,25,48,3,0,00:03:00,25,16
GBR,Lizard,S. niger,TP,25,72,3,1,00:03:01,25,23.86740331
GBR,Lizard,S. niger,TP,27,58,3,13,00:03:13,27,18.03108808
GBR,Lizard,S. niger,TP,29,88,3,34,00:03:34,29,24.6728972
GBR,Lizard,S. niger,TP,30,84,3,1,00:03:01,30,27.84530387
GBR,Lizard,S. niger,TP,23,58,3,20,00:03:20,23,17.4
GBR,Lizard,S. niger,TP,24,72,3,10,00:03:10,24,22.73684211
GBR,Lizard,S. niger,TP,26,64,2,40,00:02:40,26,24
GBR,Lizard,S. niger,TP,28,57,3,4,00:03:04,28,18.58695652
GBR,Lizard,S. niger,TP,25,64,3,9,00:03:09,25,20.31746032
GBR,Lizard,S. niger,TP,32,48,3,19,00:03:19,32,14.47236181
GBR,Lizard,S. niger,TP,27,70,3,5,00:03:05,27,22.7027027
GBR,Lizard,S. niger,TP,29,110,3,3,00:03:03,29,36.06557377
GBR,Lizard,S. niger,TP,23,78,3,7,00:03:07,23,25.02673797
GBR,Lizard,S. oviceps,IP,14,62,3,8,00:03:08,14,19.78723404
GBR,Lizard,S. oviceps,IP,16,68,3,14,00:03:14,16,21.03092784
GBR,Lizard,S. oviceps,TP,30,26,3,34,00:03:34,30,7.289719626
GBR,Lizard,S. oviceps,TP,19,46,3,4,00:03:04,19,15
GBR,Lizard,S. oviceps,IP,24,89,3,12,00:03:12,24,27.8125
GBR,Lizard,S. oviceps,IP,25,94,3,5,00:03:05,25,30.48648649
GBR,Lizard,S. oviceps,TP,21,53,3,6,00:03:06,21,17.09677419
GBR,Lizard,S. oviceps,IP,24,90,3,2,00:03:02,24,29.67032967
GBR,Lizard,S. oviceps,TP,29,73,3,1,00:03:01,29,24.19889503
GBR,Lizard,S. oviceps,IP,21,71,3,0,00:03:00,21,23.66666667
GBR,Lizard,S. oviceps,IP,24,90,3,7,00:03:07,24,28.87700535
GBR,Lizard,S. oviceps,TP,30,76,3,21,00:03:21,30,22.68656716
GBR,Lizard,S. oviceps,IP,25,99,3,7,00:03:07,25,31.76470588
GBR,Lizard,S. oviceps,TP,31,94,3,0,00:03:00,31,31.33333333
GBR,Lizard,S. oviceps,IP,23,101,3,4,00:03:04,23,32.93478261
GBR,Lizard,S. oviceps,TP,27,57,3,9,00:03:09,27,18.0952381
GBR,Lizard,S. oviceps,IP,23,94,3,1,00:03:01,23,31.16022099
GBR,Lizard,S. oviceps,IP,18,77,3,4,00:03:04,18,25.10869565
GBR,Lizard,S. oviceps,IP,20,73,3,7,00:03:07,20,23.42245989
GBR,Lizard,S. oviceps,IP,24,88,3,14,00:03:14,24,27.21649485
GBR,Lizard,S. oviceps,IP,20,91,3,3,00:03:03,20,29.83606557
GBR,Lizard,S. oviceps,TP,22,84,3,17,00:03:17,22,25.58375635
GBR,Lizard,S. oviceps,TP,26,37,3,0,00:03:00,26,12.33333333
GBR,Lizard,S. oviceps,IP,14,91,3,1,00:03:01,14,30.16574586
GBR,Lizard,S. oviceps,IP,26,82,3,6,00:03:06,26,26.4516129
GBR,Lizard,S. oviceps,TP,27,37,3,1,00:03:01,27,12.26519337
GBR,Lizard,S. oviceps,IP,26,77,3,0,00:03:00,26,25.66666667
GBR,Lizard,S. oviceps,IP,27,75,3,5,00:03:05,27,24.32432432
GBR,Lizard,S. oviceps,IP,23,81,3,5,00:03:05,23,26.27027027
GBR,Lizard,S. oviceps,TP,27,59,3,1,00:03:01,27,19.55801105
GBR,Lizard,S. oviceps,IP,26,57,3,0,00:03:00,26,19
GBR,Lizard,S. psittacus,IP,8,126,3,7,00:03:07,8,40.42780749
GBR,Lizard,S. psittacus,TP,23,113,3,8,00:03:08,23,36.06382979
GBR,Lizard,S. psittacus,TP,22,62,3,8,00:03:08,22,19.78723404
GBR,Lizard,S. psittacus,TP,24,45,3,8,00:03:08,24,14.36170213
GBR,Lizard,S. psittacus,TP,22,49,3,1,00:03:01,22,16.24309392
GBR,Lizard,S. psittacus,IP,15,79,3,3,00:03:03,15,25.90163934
GBR,Lizard,S. psittacus,IP,18,67,3,9,00:03:09,18,21.26984127
GBR,Lizard,S. psittacus,TP,25,55,3,12,00:03:12,25,17.1875
GBR,Lizard,S. psittacus,IP,13,127,3,11,00:03:11,13,39.89528796
GBR,Lizard,S. psittacus,IP,18,119,3,2,00:03:02,18,39.23076923
GBR,Lizard,S. psittacus,TP,22,94,3,2,00:03:02,22,30.98901099
GBR,Lizard,S. psittacus,IP,13,108,3,8,00:03:08,13,34.46808511
GBR,Lizard,S. psittacus,IP,18,89,3,0,00:03:00,18,29.66666667
GBR,Lizard,S. psittacus,TP,19,77,3,2,00:03:02,19,25.38461538
GBR,Lizard,S. psittacus,TP,24,56,3,1,00:03:01,24,18.56353591
GBR,Lizard,S. psittacus,TP,26,53,3,0,00:03:00,26,17.66666667
GBR,Lizard,S. psittacus,TP,23,58,3,0,00:03:00,23,19.33333333
GBR,Lizard,S. psittacus,TP,21,59,3,0,00:03:00,21,19.66666667
GBR,Lizard,S. psittacus,TP,22,71,3,0,00:03:00,22,23.66666667
GBR,Lizard,S. psittacus,TP,23,56,3,1,00:03:01,23,18.56353591
GBR,Lizard,S. psittacus,IP,14,64,3,3,00:03:03,14,20.98360656
GBR,Lizard,S. psittacus,TP,24,58,3,1,00:03:01,24,19.22651934
GBR,Lizard,S. psittacus,TP,21,79,3,9,00:03:09,21,25.07936508
GBR,Lizard,S. psittacus,TP,23,63,3,2,00:03:02,23,20.76923077
GBR,Lizard,S. psittacus,IP,4,162,3,7,00:03:07,4,51.97860963
GBR,Lizard,S. psittacus,IP,7,132,3,1,00:03:01,7,43.75690608
GBR,Lizard,S. psittacus,TP,22,51,3,3,00:03:03,22,16.72131148
GBR,Lizard,S. psittacus,IP,20,74,3,0,00:03:00,20,24.66666667
GBR,Lizard,S. psittacus,TP,21,58,3,5,00:03:05,21,18.81081081
GBR,Lizard,S. quoyi,TP,20,38,3,4,00:03:04,20,12.39130435
GBR,Lizard,S. quoyi,TP,25,118,3,10,00:03:10,25,37.26315789
GBR,Lizard,S. rivulatus,IP,22,123,3,17,00:03:17,22,37.46192893
GBR,Lizard,S. rivulatus,TP,22,116,3,3,00:03:03,22,38.03278689
GBR,Lizard,S. rivulatus,TP,24,48,3,6,00:03:06,24,15.48387097
GBR,Lizard,S. rivulatus,TP,23,79,3,3,00:03:03,23,25.90163934
GBR,Lizard,S. rivulatus,TP,32,100,3,8,00:03:08,32,31.91489362
GBR,Lizard,S. rivulatus,TP,30,119,3,0,00:03:00,30,39.66666667
GBR,Lizard,S. rivulatus,IP,13,163,3,3,00:03:03,13,53.44262295
GBR,Lizard,S. rivulatus,IP,17,91,3,0,00:03:00,17,30.33333333
GBR,Lizard,S. rivulatus,IP,24,59,3,1,00:03:01,24,19.55801105
GBR,Lizard,S. rivulatus,IP,23,98,3,13,00:03:13,23,30.46632124
GBR,Lizard,S. rivulatus,IP,11,67,3,4,00:03:04,11,21.84782609
GBR,Lizard,S. rivulatus,IP,25,41,3,11,00:03:11,25,12.87958115
GBR,Lizard,S. rivulatus,IP,25,41,3,1,00:03:01,25,13.59116022
GBR,Lizard,S. rivulatus,IP,27,84,3,0,00:03:00,27,28
GBR,Lizard,S. rivulatus,IP,23,71,3,21,00:03:21,23,21.19402985
GBR,Lizard,S. rivulatus,TP,27,42,3,10,00:03:10,27,13.26315789
GBR,Lizard,S. rivulatus,TP,28,25,3,9,00:03:09,28,7.936507937
GBR,Lizard,S. rivulatus,IP,22,68,3,11,00:03:11,22,21.36125654
GBR,Lizard,S. rivulatus,IP,25,65,3,28,00:03:28,25,18.75
GBR,Lizard,S. rivulatus,TP,30,41,3,5,00:03:05,30,13.2972973
GBR,Lizard,S. rivulatus,TP,24,38,3,2,00:03:02,24,12.52747253
GBR,Lizard,S. rivulatus,TP,32,49,3,4,00:03:04,32,15.97826087
GBR,Lizard,S. rivulatus,IP,21,51,3,3,00:03:03,21,16.72131148
GBR,Lizard,S. rivulatus,TP,33,51,3,1,00:03:01,33,16.90607735
GBR,Lizard,S. rivulatus,TP,37,67,3,7,00:03:07,37,21.4973262
GBR,Lizard,S. rivulatus,IP,26,32,2,58,00:02:58,26,10.78651685
GBR,Lizard,S. rivulatus,TP,34,61,3,0,00:03:00,34,20.33333333
GBR,Lizard,S. rivulatus,IP,27,37,3,2,00:03:02,27,12.1978022
GBR,Lizard,S. rivulatus,TP,32,64,3,8,00:03:08,32,20.42553191
GBR,Lizard,S. rivulatus,TP,28,38,3,2,00:03:02,28,12.52747253
GBR,Lizard,S. rivulatus,TP,29,89,3,1,00:03:01,29,29.50276243
GBR,Lizard,S. rivulatus,IP,19,52,3,6,00:03:06,19,16.77419355
GBR,Lizard,S. rivulatus,TP,27,47,3,11,00:03:11,27,14.76439791
GBR,Lizard,S. rivulatus,IP,22,58,3,7,00:03:07,22,18.60962567
GBR,Lizard,S. rivulatus,IP,23,51,3,8,00:03:08,23,16.27659574
GBR,Lizard,S. rivulatus,IP,23,84,3,3,00:03:03,23,27.54098361
GBR,Lizard,S. rivulatus,TP,32,34,2,52,00:02:52,32,11.86046512
GBR,Lizard,S. rivulatus,IP,30,78,3,11,00:03:11,30,24.5026178
GBR,Lizard,S. rivulatus,TP,30,32,3,0,00:03:00,30,10.66666667
GBR,Lizard,S. rivulatus,TP,32,75,3,15,00:03:15,32,23.07692308
GBR,Lizard,S. rivulatus,IP,19,91,3,2,00:03:02,19,30
GBR,Lizard,S. rivulatus,IP,21,82,3,18,00:03:18,21,24.84848485
GBR,Lizard,S. rivulatus,TP,26,46,3,1,00:03:01,26,15.24861878
GBR,Lizard,S. rivulatus,IP,22,82,3,8,00:03:08,22,26.17021277
GBR,Lizard,S. rivulatus,IP,19,62,3,11,00:03:11,19,19.47643979
GBR,Lizard,S. rivulatus,IP,18,101,3,8,00:03:08,18,32.23404255
GBR,Lizard,S. rubroviolaceus,IP,33,48,3,9,00:03:09,33,15.23809524
GBR,Lizard,S. rubroviolaceus,IP,31,63,3,41,00:03:41,31,17.1040724
GBR,Lizard,S. rubroviolaceus,IP,38,27,3,2,00:03:02,38,8.901098901
GBR,Lizard,S. rubroviolaceus,IP,30,58,3,5,00:03:05,30,18.81081081
GBR,Lizard,S. rubroviolaceus,IP,29,61,3,0,00:03:00,29,20.33333333
GBR,Lizard,S. rubroviolaceus,IP,37,26,3,1,00:03:01,37,8.61878453
GBR,Lizard,S. rubroviolaceus,TP,39,39,3,2,00:03:02,39,12.85714286
GBR,Lizard,S. rubroviolaceus,IP,24,46,3,1,00:03:01,24,15.24861878
GBR,Lizard,S. rubroviolaceus,IP,30,38,3,0,00:03:00,30,12.66666667
GBR,Lizard,S. rubroviolaceus,TP,48,17,3,0,00:03:00,48,5.666666667
GBR,Lizard,S. rubroviolaceus,IP,19,67,3,0,00:03:00,19,22.33333333
GBR,Lizard,S. rubroviolaceus,IP,26,44,3,7,00:03:07,26,14.11764706
GBR,Lizard,S. rubroviolaceus,IP,25,47,3,1,00:03:01,25,15.5801105
GBR,Lizard,S. rubroviolaceus,TP,44,23,3,4,00:03:04,44,7.5
GBR,Lizard,S. rubroviolaceus,IP,26,43,3,1,00:03:01,26,14.25414365
GBR,Lizard,S. rubroviolaceus,IP,23,55,3,8,00:03:08,23,17.55319149
GBR,Lizard,S. rubroviolaceus,IP,31,44,3,5,00:03:05,31,14.27027027
GBR,Lizard,S. rubroviolaceus,IP,24,57,3,1,00:03:01,24,18.89502762
GBR,Lizard,S. rubroviolaceus,TP,53,29,3,4,00:03:04,53,9.456521739
GBR,Lizard,S. rubroviolaceus,IP,23,61,3,18,00:03:18,23,18.48484848
GBR,Lizard,S. rubroviolaceus,TP,48,33,3,0,00:03:00,48,11
GBR,Lizard,S. rubroviolaceus,TP,44,26,3,1,00:03:01,44,8.61878453
GBR,Lizard,S. rubroviolaceus,IP,23,67,3,0,00:03:00,23,22.33333333
GBR,Lizard,S. rubroviolaceus,TP,54,20,3,4,00:03:04,54,6.52173913
GBR,Lizard,S. rubroviolaceus,IP,43,23,3,0,00:03:00,43,7.666666667
GBR,Lizard,S. rubroviolaceus,IP,34,25,3,7,00:03:07,34,8.021390374
GBR,Lizard,S. rubroviolaceus,IP,31,23,3,1,00:03:01,31,7.624309392
GBR,Lizard,S. rubroviolaceus,IP,24,38,3,3,00:03:03,24,12.45901639
GBR,Lizard,S. rubroviolaceus,IP,27,28,3,6,00:03:06,27,9.032258065
GBR,Lizard,S. rubroviolaceus,IP,18,57,3,3,00:03:03,18,18.68852459
GBR,Lizard,S. rubroviolaceus,IP,39,31,3,1,00:03:01,39,10.27624309
GBR,Lizard,S. rubroviolaceus,IP,13,74,3,0,00:03:00,13,24.66666667
GBR,Lizard,S. schlegeli,IP,17,62,3,9,00:03:09,17,19.68253968
GBR,Lizard,S. schlegeli,IP,20,77,3,15,00:03:15,20,23.69230769
GBR,Lizard,S. schlegeli,IP,12,53,2,29,00:02:29,12,21.34228188
GBR,Lizard,S. schlegeli,IP,17,48,3,10,00:03:10,17,15.15789474
GBR,Lizard,S. schlegeli,IP,15,60,2,44,00:02:44,15,21.95121951
GBR,Lizard,S. schlegeli,IP,11,86,3,13,00:03:13,11,26.7357513
GBR,Lizard,S. schlegeli,TP,25,66,3,1,00:03:01,25,21.87845304
GBR,Lizard,S. schlegeli,IP,16,66,2,56,00:02:56,16,22.5
GBR,Lizard,S. schlegeli,IP,17,111,3,0,00:03:00,17,37
GBR,Lizard,S. schlegeli,IP,14,59,2,28,00:02:28,14,23.91891892
GBR,Lizard,S. schlegeli,IP,13,52,2,26,00:02:26,13,21.36986301
GBR,Lizard,S. schlegeli,IP,18,97,3,4,00:03:04,18,31.63043478
GBR,Lizard,S. schlegeli,IP,16,62,3,3,00:03:03,16,20.32786885
GBR,Lizard,S. schlegeli,TP,30,63,3,3,00:03:03,30,20.6557377
GBR,Lizard,S. schlegeli,IP,12,83,2,15,00:02:15,12,36.88888889
GBR,Lizard,S. schlegeli,IP,20,58,2,59,00:02:59,20,19.44134078
GBR,Lizard,S. schlegeli,TP,35,53,3,2,00:03:02,35,17.47252747
GBR,Lizard,S. schlegeli,IP,22,58,2,45,00:02:45,22,21.09090909
GBR,Lizard,S. schlegeli,IP,16,44,3,31,00:03:31,16,12.51184834
GBR,Lizard,S. schlegeli,IP,28,4,1,42,00:01:42,28,2.352941176
GBR,Lizard,S. schlegeli,IP,22,48,3,2,00:03:02,22,15.82417582
GBR,Lizard,S. schlegeli,IP,25,78,3,3,00:03:03,25,25.57377049
GBR,Lizard,S. schlegeli,IP,18,126,3,8,00:03:08,18,40.21276596
GBR,Lizard,S. schlegeli,IP,22,64,3,14,00:03:14,22,19.79381443
GBR,Lizard,S. schlegeli,IP,25,122,3,10,00:03:10,25,38.52631579
GBR,Lizard,S. schlegeli,TP,30,23,1,21,00:01:21,30,17.03703704
GBR,Lizard,S. schlegeli,IP,18,71,3,28,00:03:28,18,20.48076923
GBR,Lizard,S. schlegeli,IP,18,93,3,6,00:03:06,18,30
GBR,Lizard,S. schlegeli,IP,19,114,3,56,00:03:56,19,28.98305085
GBR,Lizard,S. schlegeli,TP,30,45,3,1,00:03:01,30,14.91712707
GBR,Lizard,S. schlegeli,IP,20,58,3,2,00:03:02,20,19.12087912
GBR,Lizard,S. schlegeli,IP,15,86,3,21,00:03:21,15,25.67164179
GBR,Lizard,S. schlegeli,IP,27,83,3,0,00:03:00,27,27.66666667
GBR,Lizard,S. schlegeli,TP,21,49,3,4,00:03:04,21,15.97826087
GBR,Lizard,S. schlegeli,TP,31,78,3,1,00:03:01,31,25.85635359
GBR,Lizard,S. schlegeli,TP,36,39,3,0,00:03:00,36,13
GBR,Lizard,S. schlegeli,TP,31,41,3,6,00:03:06,31,13.22580645
GBR,Lizard,S. schlegeli,IP,28,78,3,2,00:03:02,28,25.71428571
GBR,Lizard,S. schlegeli,IP,18,54,3,4,00:03:04,18,17.60869565
GBR,Lizard,S. schlegeli,TP,32,63,3,2,00:03:02,32,20.76923077
GBR,Lizard,S. schlegeli,IP,15,35,3,5,00:03:05,15,11.35135135
GBR,Lizard,S. schlegeli,TP,34,78,3,4,00:03:04,34,25.43478261
GBR,Lizard,S. schlegeli,TP,24,63,3,12,00:03:12,24,19.6875
GBR,Lizard,S. schlegeli,TP,23,87,3,4,00:03:04,23,28.36956522
GBR,Lizard,S. schlegeli,TP,25,77,3,13,00:03:13,25,23.93782383
GBR,Lizard,S. spinus,TP,19,151,3,5,00:03:05,19,48.97297297
GBR,Lizard,S. spinus,TP,19,208,3,6,00:03:06,19,67.09677419
GBR,Lizard,S. spinus,TP,21,178,3,0,00:03:00,21,59.33333333
GBR,Lizard,S. spinus,IP,16,193,3,6,00:03:06,16,62.25806452
GBR,Lizard,S. spinus,TP,22,175,3,1,00:03:01,22,58.01104972
GBR,Lizard,S. spinus,TP,21,211,3,2,00:03:02,21,69.56043956
GBR,Lizard,S. spinus,TP,23,219,3,9,00:03:09,23,69.52380952
GBR,Lizard,S. spinus,TP,26,124,3,5,00:03:05,26,40.21621622
GBR,Lizard,S. spinus,IP,17,202,3,3,00:03:03,17,66.2295082
GBR,Lizard,S. spinus,IP,16,187,3,7,00:03:07,16,60
GBR,Lizard,S. spinus,IP,17,231,3,0,00:03:00,17,77
GBR,Lizard,S. spinus,TP,21,179,3,1,00:03:01,21,59.33701657
GBR,Lizard,S. spinus,TP,19,191,3,2,00:03:02,19,62.96703297
GBR,Lizard,S. spinus,TP,24,142,3,11,00:03:11,24,44.60732984
GBR,Lizard,S. spinus,TP,24,146,3,0,00:03:00,24,48.66666667
GBR,Lizard,S. spinus,TP,23,143,3,3,00:03:03,23,46.8852459
GBR,Lizard,S. spinus,TP,19,193,3,1,00:03:01,19,63.97790055
GBR,Lizard,S. spinus,TP,23,146,3,6,00:03:06,23,47.09677419
GBR,Lizard,S. spinus,TP,23,171,3,8,00:03:08,23,54.57446809
GBR,Lizard,S. spinus,IP,14,212,3,0,00:03:00,14,70.66666667
GBR,Lizard,S. spinus,IP,16,222,3,7,00:03:07,16,71.22994652
GBR,Lizard,S. spinus,TP,24,171,3,5,00:03:05,24,55.45945946
GBR,Lizard,S. spinus,TP,23,169,3,5,00:03:05,23,54.81081081
GBR,Lizard,S. spinus,TP,28,149,3,1,00:03:01,28,49.39226519
GBR,Lizard,S. spinus,TP,27,202,2,59,00:02:59,27,67.70949721
GBR,Lizard,S. spinus,TP,24,193,3,8,00:03:08,24,61.59574468
GBR,Lizard,S. spinus,TP,23,212,3,1,00:03:01,23,70.27624309
GBR,Lizard,S. spinus,TP,18,161,3,10,00:03:10,18,50.84210526
GBR,Lizard,S. spinus,TP,20,167,3,4,00:03:04,20,54.45652174
GBR,Lizard,S. spinus,TP,21,178,3,9,00:03:09,21,56.50793651
